member_id,interest_rate_clean,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
16663235,11.99,6 years,Source Verified,01/04/2014,Current,credit_card,5977.8,0
53866184,15.61,2 years,Not Verified,01/06/2015,Current,debt_consolidation,2280.4,0
70759729,13.67,10+ years,Verified,01/12/2015,Current,debt_consolidation,973.76,0
63117533,12.69,10+ years,Source Verified,01/09/2015,Current,debt_consolidation,1281.39,0
1770027,13.11,3 years,Verified,01/09/2012,Fully Paid,other,1943.21,0
49957883,12.29,3 years,Not Verified,01/05/2015,Current,debt_consolidation,3273.73,0
70344369,12.59,10+ years,Source Verified,01/11/2015,Current,home_improvement,475.58,0
51431786,13.33,3 years,Source Verified,01/06/2015,Current,home_improvement,1973.68,0
71137739,17.57,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,37.39,0
25936471,12.99,6 years,Verified,01/08/2014,Current,debt_consolidation,6872.59,0
43395468,12.39,10+ years,Verified,01/02/2015,Current,debt_consolidation,9112.46,0
11486819,12.85,10+ years,Not Verified,01/12/2013,Charged Off,debt_consolidation,7531.04,0
59762622,7.26,10+ years,Not Verified,01/08/2015,Current,credit_card,2318.7,0
49952379,7.89,3 years,Source Verified,01/04/2015,Current,debt_consolidation,4996.99,0
41223955,6.99,7 years,Source Verified,01/01/2015,Current,debt_consolidation,8141.13,0
65546930,12.69,10+ years,Not Verified,01/10/2015,Current,credit_card,1266.1,0
1866056,12.12,10+ years,Verified,01/10/2012,Fully Paid,credit_card,37130.62592,0
6457316,15.8,3 years,Source Verified,01/05/2013,Current,car,9902.48,0
56701858,20.99,< 1 year,Source Verified,01/07/2015,Current,debt_consolidation,5639.27,0
3963660,11.55,10+ years,Source Verified,01/09/2013,Fully Paid,credit_card,19960.24166,0
70426778,12.59,,Verified,01/12/2015,Current,debt_consolidation,208.64,0
49849971,5.93,1 year,Source Verified,01/04/2015,Current,credit_card,4849.3,0
8561027,14.16,10+ years,Source Verified,01/02/2014,Current,credit_card,8219.86,0
5023335,23.28,9 years,Verified,01/04/2013,Charged Off,other,2605.7,1058.82
41095979,12.39,6 years,Not Verified,01/01/2015,Current,debt_consolidation,1320.49,0
9119023,22.9,10+ years,Source Verified,01/12/2013,Current,home_improvement,22614.3,0
3410625,15.8,10+ years,Verified,01/01/2013,Fully Paid,debt_consolidation,26426.02,0
3958097,11.14,10+ years,Verified,01/02/2013,Current,debt_consolidation,22734.25,0
64381962,13.33,10+ years,Verified,01/09/2015,Current,debt_consolidation,1082.51,0
9100407,17.76,5 years,Verified,01/09/2013,Current,debt_consolidation,9485.2,0
19245634,8.39,10+ years,Source Verified,01/05/2014,Fully Paid,debt_consolidation,25287.04,0
71149915,17.86,8 years,Verified,01/12/2015,Current,debt_consolidation,1097.35,0
32799067,17.57,3 years,Verified,01/10/2014,Current,debt_consolidation,9938.6,0
12527073,12.85,5 years,Not Verified,01/01/2014,Current,debt_consolidation,7233.15,0
3871692,15.31,1 year,Verified,01/01/2013,Current,debt_consolidation,22657.1,0
26327951,12.49,7 years,Verified,01/08/2014,Fully Paid,other,8419.76,0
50833098,6.68,10+ years,Not Verified,01/05/2015,Current,credit_card,3927.66,0
3979753,10.16,2 years,Verified,01/02/2013,Current,debt_consolidation,9603.36,0
62573515,26.77,7 years,Verified,01/08/2015,Current,credit_card,1558.38,0
60906994,5.32,9 years,Not Verified,01/08/2015,Current,credit_card,3036.42,0
6056990,21,10+ years,Source Verified,01/05/2013,Current,debt_consolidation,40865.56,0
5494859,16.29,9 years,Not Verified,01/04/2013,Late (31-120 days),home_improvement,5413.04,0
7687206,16.78,10+ years,Not Verified,01/07/2013,Current,credit_card,8524.2,0
17652987,22.45,10+ years,Verified,01/05/2014,Current,moving,3842.4,0
10438174,7.9,8 years,Source Verified,01/12/2013,Fully Paid,credit_card,15210.45337,0
7348186,10.64,9 years,Verified,01/07/2013,Current,home_improvement,5859.8,0
70719946,13.67,,Not Verified,01/12/2015,Current,credit_card,352.16,0
23833790,16.29,3 years,Verified,01/07/2014,Fully Paid,debt_consolidation,40067.74,0
1872918,14.09,7 years,Not Verified,01/10/2012,Fully Paid,other,3667.613775,0
41249872,12.39,,Verified,01/01/2015,Fully Paid,small_business,11669.75,0
1512112,6.03,< 1 year,Source Verified,01/05/2012,Fully Paid,vacation,2191.149378,0
21399824,19.52,1 year,Not Verified,01/07/2014,Charged Off,small_business,528.18,343.58
68319067,13.67,10+ years,Verified,01/11/2015,Current,debt_consolidation,1135.89,0
9147598,16.2,10+ years,Verified,01/11/2013,Current,debt_consolidation,15864.5,0
51922993,9.17,3 years,Not Verified,01/05/2015,Current,debt_consolidation,2545.23,0
64814792,9.99,,Verified,01/10/2015,Current,debt_consolidation,909.68,0
63880286,9.99,5 years,Source Verified,01/09/2015,Current,credit_card,3838.22,0
9407575,25.57,10+ years,Source Verified,01/10/2013,Fully Paid,credit_card,25612.03045,0
37597385,10.49,7 years,Not Verified,01/11/2014,Fully Paid,debt_consolidation,5263.07,0
19455495,14.49,6 years,Source Verified,01/05/2014,Fully Paid,debt_consolidation,5830.4,0
38801396,12.39,1 year,Verified,01/12/2014,Current,credit_card,3246.31,0
18505440,8.39,10+ years,Source Verified,01/05/2014,Current,debt_consolidation,11976.46,0
66483279,12.29,< 1 year,Source Verified,01/10/2015,Current,debt_consolidation,651.38,0
61875395,7.89,4 years,Source Verified,01/09/2015,Current,debt_consolidation,1888.83,0
52536116,12.29,7 years,Not Verified,01/05/2015,Current,debt_consolidation,1330.75,0
28210320,23.43,6 years,Not Verified,01/08/2014,Current,home_improvement,942.07,0
47791276,18.25,10+ years,Source Verified,01/04/2015,Current,debt_consolidation,3660.1,0
49534290,10.99,5 years,Source Verified,01/04/2015,Current,debt_consolidation,2057.99,0
69272307,10.99,1 year,Source Verified,01/11/2015,Current,debt_consolidation,963.7,0
41536114,6.49,6 years,Not Verified,01/01/2015,Current,credit_card,4381.84,0
7009636,15.61,,Verified,01/12/2013,Current,debt_consolidation,10909.12,0
33779468,13.98,9 years,Source Verified,01/10/2014,Charged Off,credit_card,1788,0
59135151,11.53,3 years,Verified,01/07/2015,Current,credit_card,1309.4,0
59639039,18.25,2 years,Source Verified,01/07/2015,Current,medical,2188.26,0
47631535,9.99,5 years,Verified,01/04/2015,Current,debt_consolidation,6671.9,0
13187432,12.85,9 years,Verified,01/01/2014,Fully Paid,debt_consolidation,17179.67,0
39950373,15.99,2 years,Not Verified,01/12/2014,Fully Paid,other,4790.09,0
11068506,7.62,2 years,Verified,01/12/2013,Current,debt_consolidation,11682.39,0
71167286,12.59,3 years,Verified,01/12/2015,Current,other,41.73,0
34120383,6.49,7 years,Not Verified,01/10/2014,Current,major_purchase,2294.84,0
70018840,12.59,1 year,Verified,01/11/2015,Current,debt_consolidation,1065.31,0
9421006,17.76,,Source Verified,01/10/2013,Current,major_purchase,8269.24,0
53976832,13.99,3 years,Source Verified,01/06/2015,Current,debt_consolidation,1021.33,0
49894058,18.25,2 years,Source Verified,01/05/2015,Current,debt_consolidation,4044.24,0
49922924,12.29,10+ years,Source Verified,01/05/2015,Current,debt_consolidation,2129.18,0
11648742,14.47,2 years,Verified,01/12/2013,Current,credit_card,5641.72,0
14530016,14.16,3 years,Not Verified,01/03/2014,Fully Paid,credit_card,8694.421972,0
53885314,16.99,< 1 year,Source Verified,01/06/2015,Current,debt_consolidation,3440.89,0
63880500,9.99,6 years,Not Verified,01/09/2015,Current,debt_consolidation,2110.36,0
27790414,18.99,10+ years,Verified,01/08/2014,Current,small_business,4979.68,0
14357192,13.98,2 years,Source Verified,01/05/2014,Late (31-120 days),house,5518.2,0
21358023,16.29,2 years,Source Verified,01/06/2014,Fully Paid,credit_card,11542.36,0
31647549,17.14,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,6535.26,0
65481287,7.89,3 years,Verified,01/10/2015,Current,debt_consolidation,705.32,0
35873608,8.39,,Verified,01/10/2014,Current,debt_consolidation,12341.53,0
37336668,9.49,1 year,Not Verified,01/11/2014,Fully Paid,debt_consolidation,10460.54,0
44024906,10.99,4 years,Not Verified,01/02/2015,Fully Paid,debt_consolidation,10700.08,0
22320800,12.99,10+ years,Verified,01/07/2014,Current,debt_consolidation,14331.24,0
69667487,5.32,7 years,Not Verified,01/11/2015,Current,credit_card,894.59,0
69718354,5.32,10+ years,Not Verified,01/11/2015,Current,debt_consolidation,1192.78,0
49232797,10.99,< 1 year,Not Verified,01/04/2015,Current,credit_card,1980.56,0
22632117,16.29,4 years,Not Verified,01/07/2014,Current,debt_consolidation,6830.64,0
7036768,13.68,2 years,Verified,01/07/2013,Current,debt_consolidation,17310.09,0
7209846,12.12,3 years,Not Verified,01/06/2013,Current,credit_card,6445.25,0
1594116,15.8,10+ years,Not Verified,01/07/2012,Fully Paid,debt_consolidation,15141.53386,0
2657104,11.14,10+ years,Verified,01/12/2012,Fully Paid,credit_card,12660.54002,0
4147362,15.8,10+ years,Verified,01/02/2013,Charged Off,debt_consolidation,5342.33,1960.61
13358991,16.99,10+ years,Verified,01/02/2014,Current,credit_card,14815.91,0
67761528,16.99,5 years,Source Verified,01/11/2015,Current,debt_consolidation,1096.9,0
12568571,13.98,,Verified,01/01/2014,Fully Paid,debt_consolidation,7283.71,0
517070,8.94,6 years,Not Verified,01/12/2009,Fully Paid,credit_card,18296.6,0
64313102,8.18,1 year,Not Verified,01/09/2015,Current,debt_consolidation,748.63,0
875964,7.29,4 years,Source Verified,01/03/2011,Fully Paid,credit_card,12500.10304,0
1109919,12.42,1 year,Source Verified,01/09/2011,Fully Paid,house,15861.37154,0
5807867,19.72,10+ years,Verified,01/05/2013,Current,debt_consolidation,20083.97,0
1446420,6.62,5 years,Not Verified,01/04/2012,Fully Paid,major_purchase,22104.6598,0
31087572,14.99,< 1 year,Source Verified,01/10/2014,Fully Paid,debt_consolidation,11802.28,0
3408152,13.11,10+ years,Not Verified,01/01/2013,Fully Paid,debt_consolidation,21597.47449,0
11679691,14.98,4 years,Source Verified,01/01/2014,Fully Paid,credit_card,7461.898751,0
1663598,16.29,4 years,Not Verified,01/07/2012,Fully Paid,major_purchase,14241.74136,0
49703967,17.57,10+ years,Source Verified,01/04/2015,Late (31-120 days),credit_card,1597.76,0
5807230,14.09,6 years,Not Verified,01/04/2013,Charged Off,debt_consolidation,7059.52,724.84
51543345,25.8,10+ years,Verified,01/05/2015,In Grace Period,home_improvement,6367.17,0
726008,13.98,4 years,Not Verified,01/08/2010,Fully Paid,credit_card,17402.15,0
34922362,14.99,10+ years,Not Verified,01/10/2014,Current,debt_consolidation,3892.87,0
15229368,8.9,1 year,Verified,01/03/2014,Fully Paid,debt_consolidation,30191.25,0
66712805,12.29,5 years,Source Verified,01/10/2015,Current,debt_consolidation,3478.18,0
72069291,14.48,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,408.33,0
4857918,13.11,10+ years,Verified,01/04/2013,Fully Paid,debt_consolidation,17265.76774,0
29893369,14.99,10+ years,Not Verified,01/09/2014,Current,debt_consolidation,1774.72,0
8198572,14.33,10+ years,Verified,01/08/2013,Fully Paid,home_improvement,24960.30059,0
42575363,8.19,6 years,Source Verified,01/01/2015,Current,credit_card,2761.76,0
38962968,11.99,5 years,Not Verified,01/12/2014,Current,other,1506.46,0
64202191,14.65,,Source Verified,01/09/2015,Current,debt_consolidation,381.8,0
63405246,17.86,10+ years,Verified,01/09/2015,Current,debt_consolidation,1290.03,0
4589379,21,3 years,Verified,01/06/2013,Fully Paid,debt_consolidation,23165.01434,0
57619053,5.32,10+ years,Not Verified,01/07/2015,Current,credit_card,1800.99,0
65972536,11.53,4 years,Verified,01/10/2015,Current,debt_consolidation,525.3,0
70829498,10.64,10+ years,Not Verified,01/12/2015,Current,home_improvement,383.74,0
983379,11.14,2 years,Verified,01/06/2011,Fully Paid,debt_consolidation,12990.55651,0
9377102,19.2,6 years,Not Verified,01/10/2013,Fully Paid,other,9350.75717,0
72479402,12.59,10+ years,Not Verified,01/12/2015,Current,credit_card,0,0
65476825,8.18,3 years,Not Verified,01/10/2015,Current,debt_consolidation,466.76,0
53701920,17.86,7 years,Source Verified,01/05/2015,Current,debt_consolidation,2935.71,0
42104088,9.49,< 1 year,Source Verified,01/01/2015,Current,debt_consolidation,4743.62,0
64875021,7.89,10+ years,Source Verified,01/10/2015,Current,vacation,251.07,0
12508139,12.85,10+ years,Verified,01/01/2014,Current,debt_consolidation,12164.27,0
66812515,6.24,7 years,Source Verified,01/10/2015,Current,credit_card,2181.58,0
9432568,9.25,8 years,Verified,01/10/2013,Current,debt_consolidation,19904.78,0
53714470,7.89,< 1 year,Source Verified,01/06/2015,Charged Off,home_improvement,997.65,0
59114888,18.55,4 years,Source Verified,01/07/2015,Current,debt_consolidation,1274.39,0
12477944,13.98,10+ years,Source Verified,01/01/2014,Current,debt_consolidation,10716.94,0
66322711,5.32,10+ years,Not Verified,01/11/2015,Current,credit_card,899.03,0
9669130,17.76,10+ years,Verified,01/10/2013,Current,debt_consolidation,22483.72,0
53958580,7.89,4 years,Not Verified,01/06/2015,Fully Paid,debt_consolidation,10426.97,0
47904292,18.25,,Verified,01/04/2015,Current,debt_consolidation,2745.07,0
38018178,12.99,1 year,Source Verified,01/11/2014,Current,credit_card,3940.17,0
64587566,9.17,4 years,Verified,01/09/2015,Current,other,834.92,0
1493654,23.4,1 year,Not Verified,01/11/2013,Current,moving,16038.18,0
67499321,10.99,5 years,Verified,01/10/2015,Current,debt_consolidation,389.16,0
56581293,8.18,5 years,Not Verified,01/06/2015,Current,debt_consolidation,2820.98,0
46031408,7.89,2 years,Source Verified,01/03/2015,Current,debt_consolidation,2186.93,0
18584330,13.35,5 years,Verified,01/05/2014,Current,debt_consolidation,10159,0
63375512,8.18,10+ years,Source Verified,01/09/2015,Current,credit_card,1055,0
13988328,15.31,,Source Verified,01/02/2014,Fully Paid,debt_consolidation,11906.18,0
15050932,7.62,< 1 year,Not Verified,01/03/2014,Current,credit_card,6544.02,0
68468765,7.26,,Verified,01/11/2015,Current,debt_consolidation,1970.85,0
16690688,7.9,3 years,Not Verified,01/05/2014,Current,debt_consolidation,5945.2,0
3781442,16.29,4 years,Not Verified,01/01/2013,Fully Paid,debt_consolidation,6016.778939,0
46597440,9.17,10+ years,Verified,01/04/2015,Current,debt_consolidation,4000.52,0
1262661,12.42,2 years,Verified,01/11/2011,Fully Paid,debt_consolidation,15847.42527,0
49232490,9.99,7 years,Source Verified,01/04/2015,Current,other,5139.8,0
54178936,7.26,7 years,Source Verified,01/06/2015,Current,credit_card,5414.29,0
30985538,15.61,9 years,Not Verified,01/10/2014,Charged Off,home_improvement,769.23,0
46786483,16.99,10+ years,Verified,01/04/2015,Current,debt_consolidation,6485.7,0
48602584,10.99,6 years,Source Verified,01/04/2015,Current,credit_card,2635.42,0
1665942,15.31,< 1 year,Not Verified,01/08/2012,Fully Paid,debt_consolidation,32535.31293,0
65440494,10.99,9 years,Verified,01/10/2015,Current,debt_consolidation,581.9,0
650712,14.59,2 years,Source Verified,01/04/2010,Fully Paid,major_purchase,7749.94,0
35272788,10.99,3 years,Source Verified,01/11/2014,Current,debt_consolidation,5492.01,0
25386487,22.15,1 year,Source Verified,01/08/2014,Late (31-120 days),credit_card,4286.1,0
59700706,20.99,10+ years,Verified,01/07/2015,Current,debt_consolidation,1968.45,0
70376176,12.05,10+ years,Source Verified,01/11/2015,Current,debt_consolidation,781.65,0
42894717,6.49,1 year,Not Verified,01/01/2015,Current,credit_card,1683.73,0
11952344,18.25,1 year,Source Verified,01/01/2014,Fully Paid,debt_consolidation,18629.63,0
21018182,10.99,2 years,Source Verified,01/07/2014,Current,debt_consolidation,8838.18,0
70710494,15.41,1 year,Verified,01/12/2015,Current,credit_card,855.17,0
65571791,17.57,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,1693.76,0
71248033,12.59,8 years,Verified,01/12/2015,Current,debt_consolidation,157.43,0
30135318,13.35,< 1 year,Source Verified,01/10/2014,Current,debt_consolidation,2641.35,0
27749436,16.99,10+ years,Source Verified,01/08/2014,Current,debt_consolidation,9551.36,0
53272539,17.86,10+ years,Verified,01/05/2015,Current,debt_consolidation,6115.95,0
66432581,12.29,6 years,Not Verified,01/10/2015,Current,medical,99.4,0
34682530,25.57,1 year,Source Verified,01/11/2014,Current,debt_consolidation,10354.87,0
30705216,13.98,10+ years,Not Verified,01/09/2014,Current,debt_consolidation,1537.65,0
1721542,15.31,4 years,Source Verified,01/09/2012,Fully Paid,credit_card,7143.64847,0
19245783,12.99,7 years,Not Verified,01/05/2014,Fully Paid,debt_consolidation,11958.29,0
71104874,24.99,3 years,Verified,01/12/2015,Current,debt_consolidation,419.37,0
49924469,5.93,< 1 year,Not Verified,01/05/2015,Current,debt_consolidation,1553.89,0
58489358,10.99,3 years,Source Verified,01/07/2015,Current,debt_consolidation,568.58,0
58802589,13.33,6 years,Source Verified,01/07/2015,Current,debt_consolidation,3185.15,0
57165441,13.99,6 years,Source Verified,01/07/2015,Fully Paid,credit_card,16686.34,0
51310437,9.99,2 years,Source Verified,01/05/2015,Current,debt_consolidation,1931.6,0
61885162,16.55,< 1 year,Verified,01/08/2015,Current,debt_consolidation,985.6,0
13908099,17.57,6 years,Verified,01/07/2014,Charged Off,credit_card,2997.57,0
12629194,11.99,10+ years,Verified,01/01/2014,Current,credit_card,7970.36,0
73285028,12.88,3 years,Not Verified,01/12/2015,Issued,credit_card,0,0
71272463,6.89,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,739.84,0
41400170,12.99,4 years,Source Verified,01/01/2015,Current,debt_consolidation,4072.99,0
10421548,17.76,10+ years,Verified,01/11/2013,Fully Paid,small_business,42926.33,0
46376213,12.29,2 years,Not Verified,01/03/2015,Current,debt_consolidation,5281.88,0
70369962,17.57,3 years,Source Verified,01/12/2015,Current,credit_card,338.58,0
46746161,11.53,3 years,Not Verified,01/03/2015,Current,debt_consolidation,2957.67,0
49810819,16.99,10+ years,Source Verified,01/04/2015,Current,credit_card,4922.25,0
38369482,14.31,1 year,Not Verified,01/11/2014,Fully Paid,debt_consolidation,16091.06,0
65430170,7.89,10+ years,Source Verified,01/10/2015,Current,credit_card,1846.47,0
56005896,6.24,< 1 year,Not Verified,01/06/2015,Current,credit_card,1917.22,0
7010602,9.99,8 years,Source Verified,01/10/2013,Current,credit_card,15095.34,0
42566553,14.99,,Verified,01/01/2015,Current,credit_card,6239.27,0
1726058,12.12,6 years,Not Verified,01/08/2012,Fully Paid,debt_consolidation,11976.22206,0
47142239,15.61,3 years,Not Verified,01/03/2015,Current,credit_card,1318.1,0
9868178,14.3,10+ years,Not Verified,01/10/2013,Current,credit_card,11601.46,0
51857691,9.99,4 years,Source Verified,01/05/2015,Current,credit_card,1797.82,0
57965383,18.55,5 years,Verified,01/07/2015,Fully Paid,debt_consolidation,14387.82,0
64698347,17.86,6 years,Source Verified,01/09/2015,Current,debt_consolidation,2658.32,0
41288445,17.86,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,4255.15,0
54505428,5.32,,Verified,01/06/2015,Current,debt_consolidation,1684.08,0
35944729,8.39,10+ years,Source Verified,01/11/2014,Current,credit_card,3526.23,0
68318892,11.49,,Verified,01/11/2015,Current,debt_consolidation,435.92,0
59662133,17.57,10+ years,Verified,01/07/2015,Current,debt_consolidation,4774.16,0
964830,10.59,10+ years,Not Verified,01/05/2011,Fully Paid,debt_consolidation,14371.62,0
65659794,11.53,6 years,Source Verified,01/10/2015,Current,home_improvement,653.83,0
71328512,13.67,10+ years,Source Verified,01/12/2015,In Grace Period,debt_consolidation,0,0
70439778,13.67,4 years,Source Verified,01/11/2015,Current,debt_consolidation,596.11,0
5818771,14.33,5 years,Verified,01/05/2013,Current,debt_consolidation,13177.46,0
1975607,12.12,4 years,Not Verified,01/11/2012,Fully Paid,credit_card,12576.63029,0
54576181,9.99,10+ years,Source Verified,01/06/2015,Current,credit_card,3360.78,0
11070232,17.1,5 years,Verified,01/12/2013,Current,debt_consolidation,1245.36,0
64957021,9.17,8 years,Not Verified,01/10/2015,Current,debt_consolidation,2243.28,0
5187004,22.47,5 years,Verified,01/04/2013,Charged Off,debt_consolidation,17822.85,3623.88
59570599,6.89,3 years,Source Verified,01/08/2015,Current,debt_consolidation,645.79,0
41409944,17.86,1 year,Source Verified,01/01/2015,Current,credit_card,3546.44,0
17362358,14.16,,Verified,01/05/2014,Current,credit_card,11287.2,0
59056541,15.61,3 years,Verified,01/07/2015,Current,major_purchase,1043.75,0
1772693,8.9,1 year,Source Verified,01/09/2012,Fully Paid,debt_consolidation,7486.075529,0
702590,7.88,10+ years,Not Verified,01/07/2010,Fully Paid,debt_consolidation,5495.86,0
51523564,13.99,2 years,Verified,01/05/2015,Current,debt_consolidation,4691.16,0
51411419,6.39,10+ years,Not Verified,01/05/2015,Current,debt_consolidation,3231.56,0
805543,13.35,5 years,Source Verified,01/12/2010,Charged Off,debt_consolidation,4449.46,422.26
9076964,15.61,1 year,Source Verified,01/10/2013,Charged Off,small_business,8323.38,0
6688135,19.52,10+ years,Source Verified,01/10/2013,Charged Off,debt_consolidation,1993.56,0
50227475,12.29,10+ years,Source Verified,01/04/2015,Current,home_improvement,665.41,0
5309059,15.31,9 years,Verified,01/04/2013,Current,debt_consolidation,15395.59,0
42214272,14.99,10+ years,Source Verified,01/01/2015,Fully Paid,credit_card,14432.98,0
1327878,16.77,4 years,Not Verified,01/01/2012,Fully Paid,debt_consolidation,9188.238841,0
59674057,16.55,10+ years,Not Verified,01/08/2015,Current,small_business,2114.77,0
8737374,25.8,10+ years,Verified,01/09/2013,Late (31-120 days),home_improvement,14399.67,0
58732330,9.17,2 years,Source Verified,01/07/2015,Current,credit_card,1674.4,0
4593428,6.62,8 years,Verified,01/03/2013,Fully Paid,debt_consolidation,21749.11,0
8229628,17.56,10+ years,Source Verified,01/08/2013,Current,debt_consolidation,13037.76,0
11707489,20.5,1 year,Not Verified,01/12/2013,Fully Paid,debt_consolidation,5485.598947,0
16571882,10.99,10+ years,Source Verified,01/04/2014,Fully Paid,debt_consolidation,6160.951522,0
51903006,12.29,10+ years,Source Verified,01/05/2015,Fully Paid,debt_consolidation,26645.5,0
43816087,13.99,4 years,Source Verified,01/03/2015,Current,debt_consolidation,4173.41,0
8067818,13.68,10+ years,Verified,01/08/2013,Current,credit_card,21558.25,0
56248076,11.53,7 years,Not Verified,01/06/2015,Current,debt_consolidation,2301.23,0
37376734,17.86,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,5250.16,0
34932268,8.39,10+ years,Source Verified,01/10/2014,Current,credit_card,6853.45,0
19275345,16.29,2 years,Not Verified,01/05/2014,Current,debt_consolidation,2984.71,0
28772777,9.17,1 year,Source Verified,01/09/2014,Current,credit_card,6120.8,0
7836770,13.68,5 years,Verified,01/07/2013,Current,credit_card,8164.98,0
66364121,13.33,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,676.57,0
14521010,20.49,3 years,Verified,01/03/2014,Current,debt_consolidation,15104.1,0
9349513,17.1,< 1 year,Not Verified,01/10/2013,Fully Paid,credit_card,3279.53,0
12619137,10.99,8 years,Not Verified,01/01/2014,Fully Paid,debt_consolidation,18015.33147,0
22391061,16.99,5 years,Source Verified,01/07/2014,Current,debt_consolidation,4964.58,0
11690334,20.5,10+ years,Verified,01/12/2013,Current,debt_consolidation,15693.6,0
15150820,14.64,,Verified,01/04/2014,Charged Off,credit_card,5863.2,0
30114062,7.12,1 year,Not Verified,01/09/2014,Current,vacation,1583.84,0
64814597,9.99,2 years,Verified,01/10/2015,Current,debt_consolidation,2003.73,0
10117336,20.2,4 years,Not Verified,01/10/2013,Charged Off,debt_consolidation,7398.88,0
12438997,18.25,2 years,Verified,01/01/2014,Charged Off,debt_consolidation,3170.05,1638.5
39414094,13.66,1 year,Not Verified,01/12/2014,Current,car,4879.71,0
22891332,18.99,10+ years,Source Verified,01/07/2014,Current,debt_consolidation,13004.93,0
70853766,8.38,10+ years,Source Verified,01/12/2015,Current,credit_card,310.46,0
51965974,12.29,5 years,Source Verified,01/05/2015,Current,debt_consolidation,1854.02,0
37637021,17.14,10+ years,Verified,01/12/2014,Current,debt_consolidation,7754.66,0
7409170,24.89,7 years,Verified,01/07/2013,Current,debt_consolidation,21081.59,0
1478346,22.78,10+ years,Verified,01/04/2012,Fully Paid,debt_consolidation,48597.61104,0
42433278,10.49,10+ years,Source Verified,01/01/2015,Current,credit_card,6769.26,0
41421513,12.39,< 1 year,Source Verified,01/01/2015,Charged Off,debt_consolidation,3284.57,0
43825985,12.29,3 years,Verified,01/02/2015,Fully Paid,debt_consolidation,20787.53,0
27628944,16.99,7 years,Source Verified,01/08/2014,Current,debt_consolidation,7951.2,0
53885322,7.26,8 years,Not Verified,01/06/2015,Current,debt_consolidation,2594.04,0
58770193,12.69,2 years,Source Verified,01/07/2015,Current,debt_consolidation,1202.57,0
3982950,14.33,10+ years,Not Verified,01/02/2013,Fully Paid,credit_card,9893.581411,0
7211348,17.27,6 years,Verified,01/07/2013,Fully Paid,debt_consolidation,18788.76069,0
57748375,7.26,3 years,Not Verified,01/07/2015,Current,credit_card,1925.77,0
42356746,14.31,10+ years,Source Verified,01/02/2015,Current,home_improvement,4512.37,0
65872397,16.99,10+ years,Not Verified,01/10/2015,Current,debt_consolidation,866.19,0
28642987,14.49,10+ years,Source Verified,01/09/2014,Fully Paid,debt_consolidation,14886.81,0
70641774,17.57,8 years,Verified,01/12/2015,Current,debt_consolidation,358.53,0
14529139,16.59,4 years,Source Verified,01/03/2014,Current,debt_consolidation,8332.06,0
15089456,6.49,10+ years,Source Verified,01/10/2014,Current,debt_consolidation,7354.8,0
14429069,17.57,5 years,Not Verified,01/02/2014,Charged Off,credit_card,4271.68,1942.04
5666980,19.05,8 years,Source Verified,01/05/2013,Charged Off,debt_consolidation,17717.13,0
1004801,20.99,4 years,Not Verified,01/07/2011,Fully Paid,debt_consolidation,26274.33805,0
26408680,14.99,10+ years,Source Verified,01/08/2014,Current,home_improvement,11321.66,0
43987707,17.57,10+ years,Verified,01/02/2015,Fully Paid,debt_consolidation,32625.43,0
31447215,16.29,10+ years,Source Verified,01/10/2014,Current,debt_consolidation,5267.7,0
40393066,11.99,2 years,Not Verified,01/12/2014,Current,debt_consolidation,2582.39,0
2827744,7.9,3 years,Source Verified,01/12/2012,Fully Paid,debt_consolidation,16774.23322,0
7671993,10.64,< 1 year,Source Verified,01/07/2013,Current,debt_consolidation,13223.98,0
63435925,12.29,3 years,Source Verified,01/09/2015,Current,debt_consolidation,1539.68,0
24646363,17.57,10+ years,Not Verified,01/07/2014,Current,debt_consolidation,17106.08,0
46306186,11.53,9 years,Not Verified,01/04/2015,Current,other,2632.87,0
9401200,17.76,10+ years,Verified,01/10/2013,Current,debt_consolidation,13469.01,0
15469833,21.18,9 years,Verified,01/04/2014,Fully Paid,credit_card,15032.7824,0
53805676,7.26,1 year,Source Verified,01/06/2015,Current,credit_card,3282.96,0
16750465,10.99,6 years,Source Verified,01/04/2014,Current,debt_consolidation,6874.14,0
62967755,13.33,10+ years,Source Verified,01/08/2015,Current,debt_consolidation,3232.15,0
58709256,18.55,2 years,Verified,01/07/2015,Current,debt_consolidation,1201.93,0
70240010,14.33,10+ years,Verified,01/12/2015,Current,debt_consolidation,1111.27,0
747339,14.72,3 years,Not Verified,01/09/2010,Fully Paid,credit_card,5591.68,0
38458684,13.66,< 1 year,Not Verified,01/11/2014,Current,debt_consolidation,1938.9,0
26076145,20.2,< 1 year,Source Verified,01/08/2014,Current,other,8485.99,0
19415489,20.99,10+ years,Source Verified,01/05/2014,Charged Off,debt_consolidation,6114.28,0
544161,13.22,2 years,Not Verified,01/10/2009,Fully Paid,debt_consolidation,9644.18,0
