member_id,loan_amnt,funded_amnt,term,interest_rate,grade,sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose,addr_state,total_pymnt,last_pymnt_amnt,application_type,recoveries
22291347,20000,20000, 60 months,13.98,C,C3,10+ years,RENT,82000,Source Verified,1/07/2014,Current,credit_card,CT,8458.84,465.16,INDIVIDUAL,0
58459687,22400,22400, 60 months,12.29,C,C1,7 years,RENT,63000,Source Verified,1/07/2015,Current,debt_consolidation,CA,2978.83,501.57,INDIVIDUAL,0
1580302,16000,16000, 60 months,12.12,B,B3,4 years,MORTGAGE,80000,Source Verified,1/06/2012,Fully Paid,debt_consolidation,NC,20253.29234,8496.52,INDIVIDUAL,0
64576667,5000,5000, 36 months,8.18,B,B1,7 years,MORTGAGE,49000,Not Verified,1/09/2015,Current,debt_consolidation,NJ,466.76,157.1,INDIVIDUAL,0
67772853,10000,10000, 36 months,9.99,B,B3,10+ years,MORTGAGE,42000,Source Verified,1/11/2015,Current,debt_consolidation,NV,648.03,322.63,INDIVIDUAL,0
1309623,2600,2600, 36 months,12.42,B,B4,9 years,MORTGAGE,33600,Not Verified,1/01/2012,Fully Paid,car,NY,2678.94,2506.01,INDIVIDUAL,0
12817017,10000,10000, 36 months,13.98,C,C1,10+ years,MORTGAGE,60000,Not Verified,1/01/2014,Fully Paid,debt_consolidation,CA,10759.00017,8709.88,INDIVIDUAL,0
6991247,15000,15000, 36 months,11.14,B,B2,7 years,MORTGAGE,80000,Source Verified,1/06/2013,Fully Paid,credit_card,NV,16817.39408,9436.19,INDIVIDUAL,0
57926585,15000,15000, 60 months,12.29,C,C1,8 years,RENT,35000,Source Verified,1/07/2015,Current,debt_consolidation,PA,2004.98,335.87,INDIVIDUAL,0
15230038,25000,25000, 36 months,7.9,A,A4,4 years,MORTGAGE,100000,Source Verified,1/03/2014,Current,credit_card,MI,16427.46,782.26,INDIVIDUAL,0
47893253,22400,22400, 36 months,13.33,C,C3,10+ years,MORTGAGE,45000,Source Verified,1/04/2015,Current,debt_consolidation,WA,6791.61,758.31,INDIVIDUAL,0
47923933,6950,6950, 36 months,16.99,D,D3,10+ years,OWN,47000,Verified,1/04/2015,Current,debt_consolidation,TX,2223.28,247.76,INDIVIDUAL,0
58782365,10000,10000, 36 months,5.32,A,A1,7 years,MORTGAGE,65000,Source Verified,1/07/2015,Current,debt_consolidation,FL,1803.94,301.15,INDIVIDUAL,0
71316475,14000,14000, 60 months,7.89,A,A5,10+ years,MORTGAGE,355000,Source Verified,1/12/2015,Current,home_improvement,MN,277,283.14,INDIVIDUAL,0
23834272,27575,27575, 60 months,18.99,E,E1,10+ years,RENT,82836,Verified,1/07/2014,Current,debt_consolidation,KS,12157.72,715.16,INDIVIDUAL,0
2424683,6000,6000, 36 months,8.9,A,A5,10+ years,MORTGAGE,38000,Not Verified,1/11/2012,Fully Paid,debt_consolidation,NY,6858.694983,190.49,INDIVIDUAL,0
51411419,15000,15000, 36 months,6.39,A,A2,10+ years,RENT,105000,Not Verified,1/05/2015,Current,debt_consolidation,AK,3231.56,458.99,INDIVIDUAL,0
50227475,2500,2500, 36 months,12.29,C,C1,10+ years,MORTGAGE,62000,Source Verified,1/04/2015,Current,home_improvement,TX,665.41,83.39,INDIVIDUAL,0
31766908,16000,16000, 36 months,14.49,C,C4,< 1 year,MORTGAGE,70000,Source Verified,1/10/2014,Charged Off,debt_consolidation,NC,4788.65,550.66,INDIVIDUAL,2611.77
57045102,15000,15000, 36 months,10.99,B,B4,8 years,RENT,52000,Not Verified,1/07/2015,Current,credit_card,IL,2936.9,491.01,INDIVIDUAL,0
63970331,10000,10000, 36 months,12.69,C,C2,8 years,RENT,56000,Source Verified,1/09/2015,Current,debt_consolidation,CA,1334.75,335.45,INDIVIDUAL,0
59730679,9000,9000, 36 months,8.18,B,B1,7 years,MORTGAGE,40000,Not Verified,1/07/2015,Current,major_purchase,MI,1409.81,282.78,INDIVIDUAL,0
66372533,12000,12000, 36 months,12.69,C,C2,8 years,RENT,62400,Verified,1/10/2015,Current,debt_consolidation,NY,1199.16,402.54,INDIVIDUAL,0
31147950,5600,5600, 36 months,11.67,B,B4,10+ years,MORTGAGE,78000,Not Verified,1/10/2014,Fully Paid,other,NY,6275.33,3868.77,INDIVIDUAL,0
64272892,16800,16800, 60 months,15.61,D,D1,10+ years,MORTGAGE,74400,Not Verified,1/09/2015,Current,debt_consolidation,TX,1605.75,405.08,INDIVIDUAL,0
47157912,17975,17975, 36 months,17.86,D,D5,10+ years,MORTGAGE,70000,Not Verified,1/03/2015,Fully Paid,debt_consolidation,WI,18338.16,18356,INDIVIDUAL,0
4150814,14075,14075, 36 months,19.05,D,D4,3 years,OWN,36000,Verified,1/03/2013,Fully Paid,small_business,NY,15443.53,290.15,INDIVIDUAL,0
10348969,8000,"8,000", 36 months,9.67,B,B1,6 years,MORTGAGE,52000,Verified,1/11/2013,,debt_consolidation,CA,8982.832254,4102.66,INDIVIDUAL,0
42454498,10000,10000, 36 months,11.44,B,B4,10+ years,RENT,50000,Source Verified,1/01/2015,Current,debt_consolidation,NM,3617.92,329.48,INDIVIDUAL,0
33790760,15000,15000, 36 months,10.99,B,B3,7 years,RENT,125000,Not Verified,1/10/2014,Current,debt_consolidation,MA,6885.68,491.01,INDIVIDUAL,0
28220287,11500,11500, 60 months,18.99,E,E1,1 year,MORTGAGE,32000,Source Verified,1/09/2014,Fully Paid,debt_consolidation,AZ,14183.8,9709.9,INDIVIDUAL,0
43407041,5600,5600, 36 months,15.61,D,D1,4 years,MORTGAGE,50000,Not Verified,1/02/2015,Fully Paid,debt_consolidation,NY,6288.37,4538.22,INDIVIDUAL,0
62279018,17000,17000, 36 months,6.89,A,A3,,MORTGAGE,52000,Not Verified,1/08/2015,Current,debt_consolidation,CO,2096.24,524.06,INDIVIDUAL,0
483959,3500,3500, 36 months,12.84,C,C2,1 year,RENT,34200,Not Verified,1/06/2009,Fully Paid,credit_card,NY,4235.81,120.28,INDIVIDUAL,0
42503338,15000,15000, 36 months,11.99,B,B5,4 years,OWN,46000,Verified,1/01/2015,,debt_consolidation,VA,5952.82,498.15,INDIVIDUAL,0
5196902,18000,18000, 36 months,14.33,C,C1,< 1 year,MORTGAGE,76400,Not Verified,1/04/2013,Fully Paid,home_improvement,CA,21892.41994,6452.27,INDIVIDUAL,0
49974143,10000,10000, 36 months,13.33,C,C3,3 years,MORTGAGE,56000,Not Verified,1/05/2015,Current,debt_consolidation,MN,2693.51,338.54,INDIVIDUAL,0
72657102,21000,21000, 36 months,6.24,A,A2,9 years,RENT,75000,Not Verified,1/12/2015,Current,credit_card,CA,0,0,INDIVIDUAL,0
11069899,28000,28000, 36 months,19.2,D,D3,3 years,RENT,78000,Source Verified,1/12/2013,Current,debt_consolidation,WA,24698.72,1029.21,INDIVIDUAL,0
31387156,3000,3000, 36 months,16.29,D,D2,10+ years,RENT,75000,Not Verified,1/10/2014,Current,medical,NJ,1588.65,105.91,INDIVIDUAL,0
15480446,11000,11000, 36 months,12.99,B,B5,10+ years,RENT,56000,Source Verified,1/04/2014,Fully Paid,debt_consolidation,TN,12064.63,8729.32,INDIVIDUAL,0
69605775,7325,7325, 36 months,13.67,C,C4,8 years,RENT,68900,Verified,1/11/2015,Current,debt_consolidation,MD,492.8,249.18,INDIVIDUAL,0
66353467,17900,17900, 60 months,12.29,C,C1,10+ years,MORTGAGE,100000,Source Verified,1/10/2015,Current,credit_card,MD,813.84,400.81,INDIVIDUAL,0
70051268,18000,18000, 36 months,9.17,B,B2,4 years,MORTGAGE,189323.33,Source Verified,1/11/2015,Current,debt_consolidation,AZ,1138.49,573.83,INDIVIDUAL,0
35382758,10000,10000, 36 months,18.24,D,D5,3 years,OWN,120000,Verified,1/10/2014,Current,vacation,TX,5092.36,362.73,INDIVIDUAL,0
13948325,10000,10000, 60 months,15.31,C,C4,2 years,MORTGAGE,36000,Verified,1/02/2014,Late (31-120 days),debt_consolidation,SC,5030.13,239.53,INDIVIDUAL,0
53836224,35000,35000, 36 months,9.17,B,B2,10+ years,MORTGAGE,83000,Verified,1/06/2015,Current,debt_consolidation,PA,7872.79,1115.77,INDIVIDUAL,0
5482317,18875,18875, 36 months,10.16,B,B1,4 years,MORTGAGE,43000,Not Verified,1/04/2013,Current,credit_card,TX,19535.04,610.47,INDIVIDUAL,0
34612823,6600,6600, 36 months,14.31,C,C4,4 years,MORTGAGE,97000,Source Verified,1/11/2014,Fully Paid,debt_consolidation,MN,6967.52,6071.73,INDIVIDUAL,0
8727573,8500,8500, 36 months,9.71,B,B1,6 years,RENT,140000,Not Verified,1/09/2013,Fully Paid,major_purchase,NY,9111.170524,6655.54,INDIVIDUAL,0
12458262,12000,12000, 36 months,9.67,B,B1,10+ years,RENT,70000,Verified,1/01/2014,Fully Paid,credit_card,CA,13251.33,7856.43,INDIVIDUAL,0
60899111,4000,4000, 36 months,12.29,C,C1,10+ years,RENT,140000,Source Verified,1/08/2015,Current,major_purchase,CT,664.37,133.42,INDIVIDUAL,0
19395625,20000,20000, 36 months,13.35,C,C2,3 years,MORTGAGE,60000,Source Verified,1/05/2014,Current,debt_consolidation,GA,12867.94,677.26,INDIVIDUAL,0
50833098,16000,16000, 36 months,6.68,A,A3,10+ years,MORTGAGE,76000,Not Verified,1/05/2015,Current,credit_card,VA,3927.66,491.7,INDIVIDUAL,0
18243491,27000,"$27,000", 60 months,14.49,C,C4,10+ years,MORTGAGE,130000,Source Verified,1/05/2014,Current,debt_consolidation,FL,16472.88,635.13,INDIVIDUAL,0
63890469,28000,28000, 36 months,7.89,A,A5,1 year,MORTGAGE,225000,Source Verified,1/09/2015,Current,debt_consolidation,NJ,3497.86,876,INDIVIDUAL,0
63592913,16000,16000, 60 months,17.57,D,D4,10+ years,MORTGAGE,70431,Verified,1/09/2015,Current,home_improvement,TX,1618.08,402.57,INDIVIDUAL,0
628255,8500,8500, 36 months,10.62,B,B3,5 years,RENT,52582,Not Verified,1/03/2010,Fully Paid,debt_consolidation,TX,9960.97,296.32,INDIVIDUAL,0
18393774,16675,16675, 60 months,18.24,D,D5,10+ years,RENT,38000,Source Verified,1/05/2014,Charged Off,debt_consolidation,AZ,4422.06,10,INDIVIDUAL,2273.96
66752102,18000,18000, 60 months,7.89,A,A5,10+ years,MORTGAGE,130000,Not Verified,1/10/2015,Current,debt_consolidation,GA,755.67,364.03,INDIVIDUAL,0
33910143,10000,10000, 36 months,6.03,A,A1,10+ years,MORTGAGE,89000,Not Verified,1/10/2014,,credit_card,TX,4558.7,304.36,INDIVIDUAL,0
65448137,14500,14500, 36 months,12.69,C,C2,7 years,MORTGAGE,76000,Not Verified,1/10/2015,Current,debt_consolidation,AZ,1449.01,486.41,INDIVIDUAL,0
18203903,6000,6000, 36 months,10.15,B,B2,10+ years,OWN,24640,Source Verified,1/05/2014,Fully Paid,,TN,6286.12,5315.97,INDIVIDUAL,0
58095429,14400,14400, 36 months,6.24,A,A2,10+ years,MORTGAGE,125000,Not Verified,1/07/2015,Current,credit_card,CA,2632.91,439.65,INDIVIDUAL,0
53162675,10800,10800, 60 months,16.55,D,D2,10+ years,MORTGAGE,76100,Source Verified,1/05/2015,Current,credit_card,CA,1835.85,265.81,INDIVIDUAL,0
13907393,34475,34475, 36 months,17.57,D,D2,2 years,RENT,75000,Source Verified,1/03/2014,Current,debt_consolidation,CO,27318.41,1238.93,INDIVIDUAL,0
6927872,21000,21000, 36 months,12.35,B,B4,10+ years,MORTGAGE,131000,Verified,1/09/2013,Charged Off,credit_card,NV,10501.55,701.02,INDIVIDUAL,2093.36
14827763,6500,6500, 36 months,15.31,C,C4,10+ years,RENT,50000,Not Verified,1/03/2014,Current,credit_card,TX,4979.04,226.32,INDIVIDUAL,0
60154713,20000,20000, 60 months,15.61,D,D1,1 year,RENT,50000,Source Verified,1/08/2015,Current,car,NY,2376.46,482.23,INDIVIDUAL,0
58639751,10200,"10,200", 60 months,12.69,C,C2,5 years,OWN,40000,Not Verified,1/07/2015,Current,debt_consolidation,KY,1145.16,230.47,INDIVIDUAL,0
72147593,18000,18000, 36 months,5.32,A,A1,,MORTGAGE,75000,Not Verified,1/12/2015,Current,debt_consolidation,OR,536.75,542.07,INDIVIDUAL,0
45421662,10000,10000, 60 months,8.18,B,B1,10+ years,MORTGAGE,56000,Verified,1/03/2015,Current,home_improvement,AZ,2027.21,203.63,INDIVIDUAL,0
1745750,5000,5000, 60 months,18.49,D,D2,10+ years,MORTGAGE,68000,Source Verified,1/09/2012,Current,other,MO,5129.68,128.31,INDIVIDUAL,0
61843869,15000,15000, 36 months,12.69,C,C2,3 years,RENT,75000,Source Verified,1/08/2015,Current,,NV,1991.57,503.18,INDIVIDUAL,0
58962014,15000,15000, 60 months,17.57,D,D4,10+ years,MORTGAGE,60000,Not Verified,1/08/2015,Current,other,NH,1872.41,377.41,INDIVIDUAL,0
73334309,10000,10000, 36 months,5.32,A,A1,4 years,MORTGAGE,67000,Not Verified,1/12/2015,Issued,debt_consolidation,WA,0,0,INDIVIDUAL,0
42356746,12000,12000, 36 months,14.31,C,C4,10+ years,MORTGAGE,38000,Source Verified,1/02/2015,Current,home_improvement,TX,4512.37,411.95,INDIVIDUAL,0
15980165,13250,13250, 36 months,18.92,D,D4,9 years,MORTGAGE,55000,Not Verified,1/04/2014,Fully Paid,,MA,16494.15,7761.27,INDIVIDUAL,0
21648877,12700,"12,700", 60 months,20.2,E,E3,< 1 year,RENT,35297.6,Source Verified,1/07/2014,Current,credit_card,GA,6082.02,337.89,INDIVIDUAL,0
20137249,32000,32000, 60 months,12.49,B,B5,10+ years,MORTGAGE,83000,Verified,1/06/2014,Current,debt_consolidation,MO,13675.82,719.78,INDIVIDUAL,0
4669473,20000,20000, 60 months,16.29,C,C4,2 years,MORTGAGE,62000,Verified,1/03/2013,,debt_consolidation,OK,16148.33,489.45,INDIVIDUAL,0
11983270,12000,12000, 36 months,14.98,C,C3,3 years,RENT,50000,Source Verified,1/02/2014,Charged Off,credit_card,OH,4325.44,215.87,INDIVIDUAL,1414.35
41353324,8000,8000, 36 months,9.49,B,B2,10+ years,MORTGAGE,43000,Not Verified,1/01/2015,Current,credit_card,CA,3066.32,256.23,INDIVIDUAL,0
10037847,28100,28100, 60 months,23.1,E,E4,10+ years,RENT,62783.84,Verified,1/10/2013,Fully Paid,debt_consolidation,CA,36920.60803,24220.65,INDIVIDUAL,0
14918988,9600,9600, 36 months,12.49,B,B4,,MORTGAGE,62245,Verified,1/03/2014,Current,credit_card,GA,6743.31,321.11,INDIVIDUAL,0
23603118,4000,4000, 36 months,12.49,B,B5,,RENT,21960,Verified,1/07/2014,Fully Paid,credit_card,PA,4444.84,2973.04,INDIVIDUAL,0
60283967,14600,14600, 60 months,16.55,D,D2,5 years,MORTGAGE,58900,Source Verified,1/07/2015,Current,,VA,1769.8,359.33,INDIVIDUAL,0
43445872,17275,17275, 60 months,17.86,D,D5,1 year,RENT,48000,Verified,1/02/2015,Current,debt_consolidation,CA,4793.82,437.36,INDIVIDUAL,0
71149915,30000,30000, 36 months,17.86,D,D5,8 years,MORTGAGE,63000,Verified,1/12/2015,Current,debt_consolidation,AZ,1097.35,1156.88,INDIVIDUAL,0
60747786,14500,14500, 36 months,11.53,B,B5,10+ years,RENT,37200,Source Verified,1/07/2015,Current,credit_card,UT,2382.51,478.36,INDIVIDUAL,0
70340394,20000,20000, 60 months,13.67,C,C4,4 years,RENT,62080,Verified,1/12/2015,Current,debt_consolidation,AZ,454.36,469.55,INDIVIDUAL,0
43427555,24000,24000, 60 months,14.31,C,C4,8 years,RENT,83300,Source Verified,1/02/2015,Charged Off,debt_consolidation,MD,3354.78,562.31,INDIVIDUAL,0
15018435,4000,4000, 36 months,13.65,C,C1,2 years,RENT,100000,Source Verified,1/03/2014,Current,debt_consolidation,OH,2992.88,136.04,INDIVIDUAL,0
1397190,12000,12000, 36 months,6.62,A,A2,4 years,MORTGAGE,84000,Source Verified,1/03/2012,Fully Paid,debt_consolidation,WV,13261.87115,382.45,INDIVIDUAL,0
44124277,12000,12000, 36 months,7.89,A,A5,10+ years,MORTGAGE,100000,Not Verified,1/02/2015,Current,credit_card,FL,3985.48,393,INDIVIDUAL,0
59156664,5000,5000, 36 months,6.89,A,A3,< 1 year,RENT,80000,Not Verified,1/07/2015,Current,,FL,768.79,154.14,INDIVIDUAL,0
45410056,28000,28000, 36 months,6.39,A,A2,7 years,MORTGAGE,170000,Source Verified,1/03/2015,Current,credit_card,TN,8547.92,856.78,INDIVIDUAL,0
64915154,20000,20000, 36 months,12.29,C,C1,10+ years,MORTGAGE,90000,Source Verified,1/10/2015,Current,debt_consolidation,MO,1973.87,667.06,INDIVIDUAL,0
7192577,14400,14400, 60 months,16.29,C,C4,4 years,RENT,65000,Verified,1/06/2013,Current,credit_card,FL,10589.92,352.41,INDIVIDUAL,0
46407058,33025,33025, 60 months,17.86,D,D5,7 years,RENT,100000,Verified,1/03/2015,Current,credit_card,CA,27459.45,836.11,INDIVIDUAL,0
42404389,15000,15000, 60 months,14.99,C,C5,5 years,MORTGAGE,75000,Not Verified,1/01/2015,Fully Paid,debt_consolidation,AZ,15512.75,15168.46,INDIVIDUAL,0
32307939,20000,20000, 36 months,10.15,B,B2,8 years,MORTGAGE,124000,Source Verified,1/10/2014,Current,,MA,9690.12,646.76,INDIVIDUAL,0
1028596,16400,16400, 36 months,10.99,B,B3,3 years,RENT,61000,Source Verified,1/07/2011,Fully Paid,vacation,TX,18852.77,1510.9,INDIVIDUAL,0
14959146,28000,28000, 36 months,8.9,A,A5,2 years,MORTGAGE,135000,Not Verified,1/03/2014,Current,debt_consolidation,WA,18670.89,889.09,INDIVIDUAL,0
48034160,25000,25000, 60 months,10.99,B,B4,1 year,MORTGAGE,85000,Source Verified,1/04/2015,Current,credit_card,MA,4860.43,543.44,INDIVIDUAL,0
17482382,7800,7800, 36 months,12.99,B,B5,< 1 year,RENT,60000,Source Verified,1/05/2014,Fully Paid,debt_consolidation,NV,8456.72,6617.26,INDIVIDUAL,0
48612825,28000,28000, 60 months,14.65,C,C5,7 years,MORTGAGE,91000,Source Verified,1/04/2015,Fully Paid,credit_card,UT,29470.98,21056.93,INDIVIDUAL,0
45271358,16000,16000, 36 months,9.99,B,B3,2 years,RENT,40000,Source Verified,1/03/2015,In Grace Period,debt_consolidation,TX,4662.27,516.2,INDIVIDUAL,0
8757336,21000,21000, 36 months,6.62,A,A2,10+ years,MORTGAGE,214000,Verified,1/09/2013,Current,credit_card,NJ,18044.49,644.78,INDIVIDUAL,0
7210267,35000,35000, 60 months,22.2,E,E4,10+ years,MORTGAGE,107078,Verified,1/07/2013,Fully Paid,debt_consolidation,CA,49111.43855,25816.12,INDIVIDUAL,0
67768166,6800,6800, 36 months,11.53,B,B5,8 years,RENT,30000,Verified,1/10/2015,Current,debt_consolidation,MD,444.32,224.34,INDIVIDUAL,0
29573121,4200,4200, 36 months,13.98,C,C3,6 years,MORTGAGE,55000,Not Verified,1/09/2014,Fully Paid,other,OH,4665.51,3373.92,INDIVIDUAL,0
9900048,10625,10625, 60 months,15.61,C,C3,10+ years,RENT,42000,Verified,1/10/2013,Current,debt_consolidation,MD,6660.88,256.19,INDIVIDUAL,0
65579281,10000,10000, 60 months,9.99,B,B3,10+ years,MORTGAGE,85000,Not Verified,1/10/2015,,debt_consolidation,NJ,419.31,212.43,INDIVIDUAL,0
38458684,4400,4400, 36 months,13.66,C,C3,< 1 year,RENT,20000,Not Verified,1/11/2014,Current,debt_consolidation,CA,1938.9,149.66,INDIVIDUAL,0
5483549,8000,8000, 36 months,8.9,A,A5,10+ years,MORTGAGE,65000,Not Verified,1/04/2013,Fully Paid,credit_card,GA,8283.69,213.54,INDIVIDUAL,0
1851507,6250,6250, 36 months,12.12,B,B3,2 years,RENT,33000,Verified,1/10/2012,Fully Paid,debt_consolidation,IL,7486.106494,207.85,INDIVIDUAL,0
2418250,12000,12000, 36 months,6.03,A,A1,7 years,MORTGAGE,104000,Not Verified,1/11/2012,Fully Paid,debt_consolidation,IL,12896.14344,563.98,INDIVIDUAL,0
37917933,11875,11875, 36 months,17.86,D,D5,10+ years,RENT,35000,Source Verified,1/11/2014,Current,,NJ,5546.67,428.48,INDIVIDUAL,0
23055100,7625,7625, 36 months,14.99,C,C5,6 years,OWN,55000,Source Verified,1/07/2014,Current,,MN,4757.22,264.29,INDIVIDUAL,0
1869526,18000,18000, 60 months,20.49,E,E1,6 years,RENT,45000,Verified,1/10/2012,Current,debt_consolidation,CA,18790.98,481.82,INDIVIDUAL,0
2418400,17625,17625, 60 months,18.75,D,D3,10+ years,RENT,100000,Verified,1/11/2012,Charged Off,debt_consolidation,CA,13611.31,454.79,INDIVIDUAL,2221.62
34953471,15050,15050, 60 months,19.52,E,E2,< 1 year,RENT,40000,Source Verified,1/10/2014,Charged Off,debt_consolidation,OR,3536.25,394.73,INDIVIDUAL,0
71359508,1600,1600, 36 months,9.17,B,B2,< 1 year,RENT,20000,Verified,1/12/2015,Current,debt_consolidation,LA,49.38,51.01,INDIVIDUAL,0
34071081,10000,10000, 36 months,8.39,A,A5,< 1 year,OWN,60000,Not Verified,1/10/2014,Current,debt_consolidation,MA,4407.72,315.17,INDIVIDUAL,0
61864416,17000,17000, 36 months,9.99,B,B3,10+ years,MORTGAGE,106000,Source Verified,1/08/2015,Current,,AL,2175.01,548.47,INDIVIDUAL,0
40463106,2100,2100, 36 months,11.44,B,B4,10+ years,MORTGAGE,45000,Verified,1/12/2014,Current,other,NY,829.62,69.19,INDIVIDUAL,0
7670143,12000,12000, 60 months,15.88,C,C4,6 years,MORTGAGE,62000,Verified,1/07/2013,Current,credit_card,MN,8729.07,291.06,INDIVIDUAL,0
68016901,20000,20000, 36 months,12.59,C,C2,10+ years,MORTGAGE,60000,Source Verified,1/11/2015,Fully Paid,debt_consolidation,PA,20460.89,19804.94,INDIVIDUAL,0
69870302,10000,10000, 36 months,16.55,D,D2,10+ years,RENT,78000,Source Verified,1/11/2015,Current,debt_consolidation,CT,699.41,354.3,INDIVIDUAL,0
9686829,32875,32875, 60 months,21,E,E1,6 years,MORTGAGE,73600,Verified,1/10/2013,Fully Paid,credit_card,CT,36239.01524,31797.56,INDIVIDUAL,0
47853225,25000,25000, 36 months,11.53,B,B5,10+ years,RENT,102722.07,Verified,1/04/2015,Current,debt_consolidation,HI,7406.83,824.76,INDIVIDUAL,0
4371502,4500,4500, 36 months,6.62,A,A2,1 year,MORTGAGE,110000,Not Verified,1/03/2013,,credit_card,OK,4688.87,138.17,INDIVIDUAL,0
9331482,8000,"$8,000", 36 months,9.99,B,B1,1 year,RENT,59600,Not Verified,1/10/2013,Current,credit_card,VA,6720.28,258.1,INDIVIDUAL,0
47833067,10000,10000, 36 months,12.29,C,C1,2 years,RENT,65000,Source Verified,1/04/2015,Current,debt_consolidation,TX,2661.41,333.53,INDIVIDUAL,0
20707837,4550,4550, 36 months,13.35,C,C2,10+ years,MORTGAGE,130000,Not Verified,1/06/2014,Current,,MI,2927.52,154.08,INDIVIDUAL,0
36935402,18125,18125, 60 months,19.99,E,E3,10+ years,MORTGAGE,38000,Source Verified,1/11/2014,Current,debt_consolidation,UT,6671.22,480.11,INDIVIDUAL,0
54505166,8000,8000, 36 months,13.33,C,C3,1 year,RENT,51500,Verified,1/06/2015,Current,debt_consolidation,GA,1883.96,270.83,INDIVIDUAL,0
23642991,10500,10500, 36 months,9.17,B,B1,5 years,MORTGAGE,150000,Source Verified,1/07/2014,Current,credit_card,TX,6025.14,334.73,INDIVIDUAL,0
31067253,15000,15000, 36 months,12.99,C,C1,10+ years,RENT,100000,Source Verified,1/10/2014,Current,debt_consolidation,OR,7580.1,505.34,INDIVIDUAL,0
6877980,20000,20000, 36 months,12.12,B,B3,10+ years,MORTGAGE,135500,Source Verified,1/07/2013,,debt_consolidation,KY,19960.19,665.44,INDIVIDUAL,0
31066355,11200,11200, 60 months,12.99,C,C1,10+ years,MORTGAGE,64000,Source Verified,1/10/2014,Fully Paid,debt_consolidation,UT,12763.54,9706.18,INDIVIDUAL,0
49777970,35000,35000, 60 months,19.52,E,E3,1 year,MORTGAGE,83050,Verified,1/04/2015,Current,debt_consolidation,FL,8231.9,917.97,INDIVIDUAL,0
53957335,14000,14000, 60 months,13.33,C,C3,< 1 year,MORTGAGE,200000,Not Verified,1/06/2015,Current,debt_consolidation,MI,2236.07,320.92,INDIVIDUAL,0
70050907,9000,"$9,000", 36 months,7.89,A,A5,9 years,MORTGAGE,75000,Source Verified,1/11/2015,Current,debt_consolidation,CT,273.69,281.58,INDIVIDUAL,0
37907914,4000,4000, 36 months,10.49,B,B3,1 year,RENT,38000,Not Verified,1/11/2014,Fully Paid,car,RI,4123.71,3868.37,INDIVIDUAL,0
34792500,10000,10000, 60 months,14.49,C,C4,2 years,RENT,38000,Source Verified,1/10/2014,Current,debt_consolidation,FL,3285.31,235.24,INDIVIDUAL,0
59044023,12475,12475, 60 months,13.33,C,C3,1 year,RENT,54500,Source Verified,1/07/2015,Fully Paid,debt_consolidation,NE,12727.58,100.86,INDIVIDUAL,0
64803208,18000,18000, 60 months,14.65,C,C5,10+ years,MORTGAGE,81000,Not Verified,1/09/2015,Current,credit_card,TX,1260.11,424.92,INDIVIDUAL,0
66852486,34300,34300, 36 months,18.55,E,E2,10+ years,MORTGAGE,78000,Source Verified,1/10/2015,Current,other,IL,3677.86,1249.52,INDIVIDUAL,0
59610055,25000,25000, 60 months,18.25,E,E1,6 years,RENT,92000,Verified,1/07/2015,Current,credit_card,TX,3778.81,638.25,INDIVIDUAL,0
6457316,13200,13200, 60 months,15.8,C,C3,3 years,RENT,84000,Source Verified,1/05/2013,Current,car,FL,9902.48,319.6,INDIVIDUAL,0
43336998,7000,7000, 36 months,12.29,C,C1,3 years,RENT,55000,Source Verified,1/03/2015,Current,credit_card,FL,2091.76,233.48,INDIVIDUAL,0
1239174,8400,8400, 60 months,15.96,C,C5,4 years,MORTGAGE,35004,Not Verified,1/11/2011,Fully Paid,debt_consolidation,WI,9152.32,7937.19,INDIVIDUAL,0
37085557,8000,8000, 36 months,10.49,B,B3,,MORTGAGE,56000,Source Verified,1/11/2014,Current,debt_consolidation,GA,3375.21,259.99,INDIVIDUAL,0
49981819,15000,15000, 60 months,11.53,B,B5,10+ years,MORTGAGE,110000,Verified,1/05/2015,Current,,FL,2587.74,330.12,INDIVIDUAL,0
21379355,17200,17200, 36 months,19.52,E,E2,10+ years,MORTGAGE,60000,Verified,1/06/2014,Current,debt_consolidation,CA,12065.38,635.02,INDIVIDUAL,0
30555203,18000,18000, 36 months,14.49,C,C4,6 years,MORTGAGE,73384,Source Verified,1/10/2014,Late (16-30 days),debt_consolidation,FL,8658.37,619.49,INDIVIDUAL,0
33659589,12000,"12,000", 36 months,12.99,C,C1,2 years,RENT,65000,Verified,1/10/2014,Fully Paid,debt_consolidation,CA,12813.6,10809.57,INDIVIDUAL,0
7650318,5600,5600, 36 months,16.78,C,C5,2 years,RENT,28000,Not Verified,1/07/2013,Charged Off,debt_consolidation,IL,4175.15,199.05,INDIVIDUAL,0
49302330,16000,"16,000", 36 months,12.69,C,C2,10+ years,OWN,60000,Source Verified,1/04/2015,Fully Paid,debt_consolidation,CA,16906.76,172.28,INDIVIDUAL,0
15210364,12000,12000, 36 months,8.9,A,A5,10+ years,MORTGAGE,64000,Not Verified,1/04/2014,Current,debt_consolidation,TX,8001.84,381.04,INDIVIDUAL,0
43386749,12000,12000, 36 months,8.19,A,A5,4 years,MORTGAGE,78500,Not Verified,1/02/2015,Current,debt_consolidation,KY,4142.53,377.09,INDIVIDUAL,0
