,member_id,interest_rate,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
,53916479,17.57,10+ years,Source Verified,1/06/2015,Charged Off,other,1913.58,0
,65582938,9.17,8 years,Source Verified,1/10/2015,Current,credit_card,1042.06,0
,10718367,15.1,10+ years,Verified,1/11/2013,Fully Paid,debt_consolidation,19087.03,0
,36775178,6.03,3 years,Not Verified,1/11/2014,Current,credit_card,6386.54,0
,35112041,14.49,< 1 year,Source Verified,1/10/2014,Current,,6783.08,0
,65548444,14.65,10+ years,Source Verified,1/10/2015,,debt_consolidation,840.07,0
,58114408,11.53,10+ years,Not Verified,1/07/2015,Current,debt_consolidation,492.98,0
,8411415,20.31,10+ years,Verified,1/09/2013,Current,other,10449.26,0
,49555877,10.99,10+ years,Verified,1/04/2015,Fully Paid,debt_consolidation,13688.65,0
,70294496,10.99,10+ years,Not Verified,1/11/2015,Current,credit_card,1068.53,0
,68348145,9.99,10+ years,Source Verified,1/11/2015,Current,credit_card,636.94,0
,53122091,23.99,2 years,Verified,1/05/2015,,car,3769.81,0
,51452148,8.18,5 years,Verified,1/06/2015,Current,home_improvement,2183.89,0
,1821559,6.03,6 years,Not Verified,1/10/2012,Fully Paid,debt_consolidation,5410.158078,0
,49941596,9.17,2 years,Verified,1/04/2015,Current,debt_consolidation,2036.24,0
,5317451,7.9,10+ years,Verified,1/04/2013,Fully Paid,debt_consolidation,21078.76607,0
,1965816,18.75,8 years,Source Verified,1/11/2012,Fully Paid,credit_card,9047.767915,0
,1404127,6.62,5 years,Not Verified,1/03/2012,Fully Paid,debt_consolidation,10730.28,0
,65660970,6.89,5 years,Verified,1/10/2015,Fully Paid,medical,2727.85,0
,54398669,17.57,10+ years,Source Verified,1/06/2015,Current,debt_consolidation,1846.71,0
,40434767,11.99,10+ years,Not Verified,1/12/2014,Current,other,2546.34,0
,8448032,19.2,10+ years,Verified,1/10/2013,Charged Off,other,2293.36,0
,67517095,20.99,9 years,Verified,1/10/2015,Current,credit_card,483.99,0
,49953131,17.86,10+ years,Not Verified,1/04/2015,Current,debt_consolidation,2967.14,0
,16610867,19.47,7 years,Source Verified,1/04/2014,Current,debt_consolidation,8087.94,0
,39242798,24.5,< 1 year,Source Verified,1/12/2014,Current,debt_consolidation,10501.23,0
,17211680,15.61,2 years,Verified,1/05/2014,Fully Paid,debt_consolidation,11984.18,0
,4229686,16.29,3 years,Verified,1/02/2013,Current,debt_consolidation,19957.8,0
,29995151,7.69,9 years,Verified,1/09/2014,Current,debt_consolidation,7985.6,0
,12031513,15.61,< 1 year,Verified,1/01/2014,Current,credit_card,29370.44,0
,51845559,22.99,10+ years,Verified,1/05/2015,Current,debt_consolidation,6846.11,0
,71976118,11.22,7 years,Verified,1/12/2015,Issued,credit_card,0,0
,64922791,13.99,10+ years,Source Verified,1/09/2015,Current,credit_card,1070.16,0
,12637262,14.98,9 years,Not Verified,1/01/2014,Current,credit_card,12633.9,0
,12629194,11.99,10+ years,Verified,1/01/2014,Current,credit_card,7970.36,0
,65473118,13.99,7 years,Source Verified,1/10/2015,Current,debt_consolidation,1729.61,0
,8477368,20.8,1 year,Source Verified,1/09/2013,Fully Paid,credit_card,17944.90328,0
,67420339,9.17,10+ years,Verified,1/10/2015,Fully Paid,home_improvement,6023.23,0
,4628249,21,,Verified,1/03/2013,Fully Paid,home_improvement,3452.364703,0
,43228049,15.99,1 year,Verified,1/02/2015,Current,debt_consolidation,5071.02,0
,1689167,8.9,10+ years,Verified,1/08/2012,Fully Paid,debt_consolidation,39987.03246,0
,5821836,7.62,10+ years,Verified,1/05/2013,Fully Paid,debt_consolidation,11671.2,0
,65982188,12.29,8 years,Source Verified,1/10/2015,Current,debt_consolidation,688.49,0
,5339296,13.11,< 1 year,Not Verified,1/04/2013,Current,credit_card,16704.93,0
,66382777,12.29,3 years,Verified,1/10/2015,Current,debt_consolidation,690.88,0
,1346297,17.27,4 years,Not Verified,1/06/2012,Charged Off,credit_card,3375.88,501.28
,10727079,19.52,10+ years,Verified,1/11/2013,Charged Off,debt_consolidation,16370.18,4571.03
,67807334,7.89,3 years,Source Verified,1/10/2015,Current,debt_consolidation,1233.91,0
,42356746,14.31,10+ years,Source Verified,1/02/2015,Current,home_improvement,4512.37,0
,60667609,9.99,10+ years,Source Verified,1/08/2015,Current,debt_consolidation,1286.06,0
,51370081,9.17,5 years,Source Verified,1/05/2015,Current,other,1781.71,0
,36314934,14.31,8 years,Not Verified,1/11/2014,Current,debt_consolidation,7017.27,0
,2729749,10.16,5 years,Not Verified,1/12/2012,Fully Paid,,12391.2,0
,53332544,20.99,10+ years,Source Verified,1/05/2015,Current,debt_consolidation,5007.68,0
,35113525,13.98,5 years,Source Verified,1/10/2014,Current,debt_consolidation,5440.97,0
,21328957,18.99,6 years,Verified,1/06/2014,Fully Paid,debt_consolidation,40753.09,0
,706707,14.35,7 years,Not Verified,1/07/2010,Fully Paid,home_improvement,4286.79,0
,9327523,19.2,10+ years,Not Verified,1/10/2013,Current,other,2232.25,0
,31677606,12.99,10+ years,Source Verified,1/10/2014,Current,debt_consolidation,7266.56,0
,49224361,7.89,4 years,Source Verified,1/04/2015,Current,debt_consolidation,5894.59,0
,2742019,12.12,< 1 year,Verified,1/12/2012,Fully Paid,debt_consolidation,12494.7,0
,18965317,7.12,8 years,Not Verified,1/05/2014,Current,credit_card,10578.82,0
,70458911,19.99,3 years,Source Verified,1/11/2015,Current,debt_consolidation,606.68,0
,10616898,12.99,10+ years,Not Verified,1/12/2013,,credit_card,4542.22,0
,23664065,10.99,10+ years,Verified,1/07/2014,Fully Paid,debt_consolidation,31452.29,0
,62069030,15.61,< 1 year,Not Verified,1/08/2015,Current,credit_card,2453.68,0
,35122029,11.67,10+ years,Source Verified,1/10/2014,Current,home_improvement,8318.75,0
,10757253,17.76,8 years,Verified,1/11/2013,Charged Off,debt_consolidation,13894.16,0
,59630201,7.26,8 years,Not Verified,1/07/2015,Current,credit_card,1422.14,0
,52951966,7.26,4 years,Source Verified,1/05/2015,Current,credit_card,2223.37,0
,23055163,17.57,,Not Verified,1/07/2014,Current,debt_consolidation,8693.46,0
,13370319,18.25,2 years,Verified,1/05/2014,Charged Off,debt_consolidation,5023.39,1944.47
,8730249,15.88,10+ years,Verified,1/09/2013,Current,debt_consolidation,34480.37,0
,14719348,8.9,2 years,Verified,1/03/2014,Current,debt_consolidation,8382.88,0
,27710344,9.17,10+ years,Not Verified,1/08/2014,Current,debt_consolidation,5100.64,0
,7409376,13.68,2 years,Verified,1/07/2013,Fully Paid,debt_consolidation,11107.0156,0
,33820055,8.39,10+ years,Not Verified,1/10/2014,Current,credit_card,3538.71,0
,363658,9.07,6 years,Not Verified,1/10/2008,Fully Paid,other,6587.42,0
,1430813,13.11,3 years,Verified,1/03/2012,Fully Paid,credit_card,18054.80857,0
,65657321,8.18,< 1 year,Source Verified,1/10/2015,Current,,1688.5,0
,43297315,15.99,5 years,Source Verified,1/02/2015,Current,debt_consolidation,6398.47,0
,40945723,7.49,6 years,Verified,1/01/2015,Current,debt_consolidation,8937.31,0
,41861893,11.99,2 years,Verified,1/01/2015,Late (31-120 days),debt_consolidation,1073.64,0
,21278411,8.39,10+ years,Source Verified,1/06/2014,Fully Paid,debt_consolidation,29396.1,0
,58820984,13.33,5 years,Source Verified,1/07/2015,Current,debt_consolidation,2040.82,0
,39061726,12.39,2 years,Source Verified,1/12/2014,Current,home_improvement,12015.14,0
,59771044,20.99,10+ years,Verified,1/08/2015,Fully Paid,debt_consolidation,21838.74,0
,23062107,10.15,6 years,Not Verified,1/07/2014,Current,credit_card,9313.38,0
,11983270,14.98,3 years,Source Verified,1/02/2014,Charged Off,credit_card,4325.44,1414.35
,35603104,17.14,7 years,Source Verified,1/11/2014,Fully Paid,debt_consolidation,12563.61,0
,66135784,12.69,10+ years,Source Verified,1/10/2015,Fully Paid,other,30084.6,0
,21127773,10.15,5 years,Source Verified,1/06/2014,Current,debt_consolidation,11059.52,0
,70994914,9.76,10+ years,Not Verified,1/12/2015,Current,car,395.27,0
,8336947,12.35,6 years,Verified,1/08/2013,Fully Paid,other,22420.45171,0
,63138596,17.86,3 years,Verified,1/09/2015,Current,credit_card,1627.74,0
,8070030,9.71,< 1 year,Source Verified,1/08/2013,Current,credit_card,13489.64,0
,49930742,16.99,10+ years,Verified,1/04/2015,Current,credit_card,7106,0
,9380199,14.3,10+ years,Source Verified,1/10/2013,Current,debt_consolidation,27634.22,0
,8908292,9.99,< 1 year,Not Verified,1/09/2013,Fully Paid,debt_consolidation,8832.29,0
,41329884,15.99,10+ years,Source Verified,1/01/2015,Current,debt_consolidation,8481.94,0
,24724493,16.29,10+ years,Not Verified,1/07/2014,Current,debt_consolidation,6721.29,0
,59740863,14.65,4 years,Verified,1/07/2015,Current,debt_consolidation,1230.08,0
,21860249,14.99,10+ years,Source Verified,1/07/2014,Current,debt_consolidation,5565.78,0
,16941687,16.59,,Verified,1/04/2014,,debt_consolidation,7952.62,0
,375137,10.51,7 years,Not Verified,1/11/2008,Fully Paid,credit_card,3990.96,0
,41442930,18.54,10+ years,Source Verified,1/01/2015,Current,major_purchase,6721.82,0
,1195142,6.62,10+ years,Verified,1/10/2011,Fully Paid,vacation,19697.57478,0
,5807334,13.11,4 years,Not Verified,1/04/2013,Late (16-30 days),debt_consolidation,10453.74,0
,68007198,16.99,3 years,Source Verified,1/11/2015,Current,,780.02,0
,24104086,14.99,10+ years,Source Verified,1/07/2014,Fully Paid,debt_consolidation,13506.8,0
,652400,7.14,10+ years,Not Verified,1/04/2010,Fully Paid,,4588.07,0
,11999532,12.85,10+ years,Not Verified,1/12/2013,Current,home_improvement,8069.12,0
,44007945,12.69,< 1 year,Not Verified,1/03/2015,Current,debt_consolidation,5010.65,0
,7003172,15.8,10+ years,Verified,1/06/2013,Current,credit_card,17075.65,0
,26427818,12.49,< 1 year,Verified,1/08/2014,Current,credit_card,6458.66,0
,28441113,22.15,,Verified,1/09/2014,Current,debt_consolidation,7868,0
,65487526,9.99,10+ years,Source Verified,1/10/2015,Current,credit_card,1443.5,0
,14778742,12.99,10+ years,Source Verified,1/08/2014,Current,debt_consolidation,8894.57,0
,619504,6.76,3 years,Not Verified,1/02/2010,Fully Paid,educational,3688.4,0
,9017977,11.99,3 years,Source Verified,1/09/2013,Current,debt_consolidation,4752.42,0
,6341015,12.12,8 years,Not Verified,1/05/2013,Fully Paid,,11844.64963,0
,36074200,13.66,10+ years,Verified,1/11/2014,Current,,11288.8,0
,696564,7.51,6 years,Not Verified,1/07/2010,Fully Paid,,4478.35,0
,36845252,7.49,10+ years,Verified,1/11/2014,Current,debt_consolidation,12174.42,0
,71261101,10.64,5 years,Not Verified,1/12/2015,Current,debt_consolidation,235.4,0
,42043864,14.99,10+ years,Source Verified,1/01/2015,Current,home_improvement,2317.54,0
,58044096,22.99,3 years,Source Verified,1/07/2015,Current,debt_consolidation,4887.65,0
,66999323,12.29,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,797.91,0
,23603521,15.61,10+ years,Not Verified,1/03/2015,Current,credit_card,4165.48,0
,64233798,5.32,< 1 year,Not Verified,1/09/2015,Current,credit_card,3004.09,0
,1416016,12.12,8 years,Verified,1/03/2012,Current,credit_card,21659.31,0
,54726287,16.55,10+ years,Not Verified,1/06/2015,Current,debt_consolidation,2741.82,0
,69574157,15.41,6 years,Source Verified,1/12/2015,Current,debt_consolidation,494.92,0
,72090829,15.41,6 years,Not Verified,1/12/2015,Current,,310.99,0
,67499589,13.99,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,960.74,0
,49525607,6.92,10+ years,Not Verified,1/05/2015,Current,credit_card,3689.35,0
,34240915,11.67,7 years,Not Verified,1/10/2014,Fully Paid,debt_consolidation,1516.5,0
,62443460,21.99,< 1 year,Source Verified,1/09/2015,Current,debt_consolidation,1381.79,0
,16350619,21.99,9 years,Source Verified,1/04/2014,Current,debt_consolidation,11626.65,0
,19856333,13.35,,Verified,1/07/2014,Current,debt_consolidation,5775.3,0
,47377290,10.99,10+ years,Verified,1/04/2015,Current,credit_card,6826.01,0
,55348218,5.32,10+ years,Source Verified,1/06/2015,Current,debt_consolidation,1984.37,0
,62896192,19.19,< 1 year,Source Verified,1/09/2015,Current,car,445.15,0
,68790099,11.49,3 years,Verified,1/11/2015,Current,car,504.4,0
,55310677,5.32,10+ years,Not Verified,1/07/2015,Current,debt_consolidation,2886.31,0
,70679840,12.59,7 years,Source Verified,1/12/2015,Current,debt_consolidation,262.38,0
,14410528,8.9,3 years,Source Verified,1/03/2014,Fully Paid,credit_card,6250.593736,0
,65590875,12.69,6 years,Source Verified,1/10/2015,Current,credit_card,2112.72,0
,325111,18.29,< 1 year,Verified,1/04/2008,Does not meet the credit policy. Status:Charged Off,credit_card,5184.14,0
,53402316,13.99,10+ years,Not Verified,1/05/2015,Current,debt_consolidation,4537.83,0
,19928174,11.67,3 years,Not Verified,1/06/2014,Current,,7348.63,0
,1429551,19.99,6 years,Verified,1/03/2012,Charged Off,debt_consolidation,8640.05,938.97
,51843585,13.33,2 years,Source Verified,1/05/2015,Current,debt_consolidation,3024.99,0
,57954598,9.17,10+ years,Source Verified,1/07/2015,Current,debt_consolidation,3044.12,0
,20897866,6.49,4 years,Not Verified,1/06/2014,Fully Paid,credit_card,9368.41,0
,9786890,9.99,10+ years,Source Verified,1/10/2013,Current,debt_consolidation,17240.64,0
,58821458,18.55,< 1 year,Not Verified,1/07/2015,Current,debt_consolidation,3858.91,0
,6509103,18.75,2 years,Not Verified,1/05/2013,Fully Paid,debt_consolidation,1808.154142,0
,14056982,14.16,10+ years,Not Verified,1/02/2014,Current,debt_consolidation,12057.98,0
,45350090,12.69,10+ years,Not Verified,1/03/2015,Current,other,367.45,0
,51902840,13.99,10+ years,Not Verified,1/05/2015,,debt_consolidation,2223.95,0
,8927039,18.55,10+ years,Source Verified,1/09/2013,Fully Paid,debt_consolidation,27810.92687,0
,68651135,16.55,10+ years,Not Verified,1/11/2015,,credit_card,706.4,0
,1241966,12.42,10+ years,Verified,1/11/2011,Fully Paid,debt_consolidation,14698.33562,0
,6057689,22.95,3 years,Verified,1/05/2013,,debt_consolidation,38255.5787,0
,53857043,8.18,4 years,Source Verified,1/05/2015,Current,credit_card,5256.68,0
,1399300,19.99,4 years,Verified,1/03/2012,Charged Off,small_business,6500.96,9.16
,35593062,15.61,10+ years,Source Verified,1/11/2014,Current,debt_consolidation,3947.77,0
,887825,15.65,5 years,Not Verified,1/03/2011,Fully Paid,,12282.79,0
,70925643,17.57,1 year,Not Verified,1/12/2015,Current,other,173.52,0
,5257445,7.62,10+ years,Source Verified,1/04/2013,Fully Paid,,23537.83,0
,37917508,15.99,2 years,Source Verified,1/11/2014,Fully Paid,debt_consolidation,8210.59,0
,56581293,8.18,5 years,Not Verified,1/06/2015,Current,debt_consolidation,2820.98,0
,14988789,15.61,,Verified,1/03/2014,Fully Paid,credit_card,19408.72,0
,1480390,6.03,10+ years,Verified,1/06/2013,Fully Paid,debt_consolidation,23609.4334,0
,49840142,7.89,8 years,Not Verified,1/04/2015,Current,debt_consolidation,1998.81,0
,1599814,15.81,5 years,Verified,1/06/2012,Charged Off,debt_consolidation,1671.95,898.67
,54555753,7.26,1 year,Not Verified,1/06/2015,Current,other,864.7,0
,2631244,15.8,10+ years,Not Verified,1/01/2013,Fully Paid,debt_consolidation,12493.96,0
,10647491,23.1,1 year,Verified,1/11/2013,Fully Paid,debt_consolidation,43621.96624,0
,57994530,7.26,4 years,Not Verified,1/07/2015,,credit_card,3340.38,0
,5012206,18.75,4 years,Source Verified,1/03/2013,Charged Off,small_business,4428.72,1144.62
,46677824,13.99,< 1 year,Source Verified,1/03/2015,Current,credit_card,1530.06,0
,63128477,18.55,8 years,Verified,1/09/2015,Current,credit_card,3561.05,0
,43847719,18.25,2 years,Source Verified,1/03/2015,Current,house,6617.99,0
,4381010,18.49,2 years,Not Verified,1/03/2013,Current,major_purchase,2846.48,0
,54945827,18.25,2 years,Source Verified,1/07/2015,Current,debt_consolidation,1947.7,0
,47843774,9.17,10+ years,Source Verified,1/04/2015,Current,debt_consolidation,6438.14,0
,63909896,7.26,10+ years,Source Verified,1/09/2015,Current,credit_card,1909.26,0
,575554,7.74,10+ years,Not Verified,1/11/2009,Fully Paid,home_improvement,11238.74,0
,1201594,21.28,2 years,Not Verified,1/11/2011,Charged Off,debt_consolidation,930.7,182.7
,51875375,7.89,10+ years,Source Verified,1/05/2015,Current,medical,881.3,0
,69655818,7.89,7 years,Verified,1/11/2015,Current,credit_card,246.78,0
,34801604,10.15,10+ years,Source Verified,1/10/2014,,debt_consolidation,21331.19,0
,13637015,14.98,10+ years,Source Verified,1/02/2014,Current,debt_consolidation,7243.06,0
,2557052,12.12,2 years,Not Verified,1/12/2012,Fully Paid,credit_card,15757.1,0
,49212687,16.99,10+ years,Verified,1/04/2015,Late (31-120 days),other,6693.87,0
,1352402,6.62,10+ years,Verified,1/02/2012,Fully Paid,home_improvement,15468.38238,0
,9857843,9.99,5 years,Not Verified,1/10/2013,Fully Paid,credit_card,16079.11629,0
,46131872,5.93,10+ years,Source Verified,1/03/2015,Current,debt_consolidation,6982.22,0
,57984963,13.33,3 years,Not Verified,1/07/2015,Fully Paid,debt_consolidation,4803.56,0
,14538560,15.61,5 years,Source Verified,1/02/2014,Charged Off,debt_consolidation,2521.12,248.33
,31456627,12.49,2 years,Source Verified,1/10/2014,Current,debt_consolidation,5170.65,0
,8537858,21.6,10+ years,Verified,1/09/2013,Current,debt_consolidation,9202.68,0
,65023088,8.18,2 years,Source Verified,1/09/2015,Current,debt_consolidation,3267.26,0
,70570469,13.67,10+ years,Source Verified,1/12/2015,Current,debt_consolidation,649.98,0
,52465893,7.89,10+ years,Not Verified,1/05/2015,Current,debt_consolidation,2498.5,0
,7861078,15.88,10+ years,Verified,1/08/2013,Fully Paid,credit_card,21499.61,0
,46952615,12.69,9 years,Verified,1/04/2015,Late (31-120 days),credit_card,8169.14,0
,49564566,6.39,< 1 year,Not Verified,1/04/2015,Current,credit_card,2444.37,0
,9307569,9.99,1 year,Not Verified,1/10/2013,Current,debt_consolidation,4355.64,0
,29232745,6.49%,4 years,Not Verified,1/09/2014,Current,credit_card,4118.72,0
,14838576,13.65,10+ years,Source Verified,1/03/2014,Current,,12697.96,0
,68439105,6.24,8 years,Not Verified,1/11/2015,Current,credit_card,1509.23,0
,1738298,18.49,7 years,Verified,1/08/2012,Fully Paid,credit_card,7862.02,0
,29333185,13.35,2 years,Not Verified,1/09/2014,Current,,4740.8,0
,55376128,17.57,1 year,Not Verified,1/06/2015,Current,credit_card,2771.67,0
,64952146,6.89,< 1 year,Verified,1/09/2015,Current,debt_consolidation,1381.49,0
,12002147,12.85,2 years,Source Verified,1/02/2014,Fully Paid,debt_consolidation,11798.81,0
,68528127,5.32,4 years,Not Verified,1/11/2015,Current,credit_card,719.21,0
,1959352,14.33,6 years,Not Verified,1/11/2012,Fully Paid,credit_card,17723.62492,0
,1521042,10.64,9 years,Not Verified,1/07/2013,Current,debt_consolidation,9443.54,0
,41902029,12.39,10+ years,Source Verified,1/01/2015,Current,debt_consolidation,8002.47,0
,68328153,8.18,< 1 year,Not Verified,1/11/2015,Current,debt_consolidation,524.04,0
,68419873,13.67,10+ years,Verified,1/11/2015,Current,debt_consolidation,1488.38,0
,3982968,16.29,1 year,Source Verified,1/03/2013,Fully Paid,debt_consolidation,18280.4345,0
,42862438,22.99,8 years,Verified,1/01/2015,Current,debt_consolidation,5268.88,0
,18234282,18.99,9 years,Verified,1/05/2014,Charged Off,,6751.48,2601.78
,1419339,20.99,9 years,Verified,1/03/2012,Charged Off,debt_consolidation,9076.14,963.36
,72867369,13.67,,Verified,1/12/2015,Issued,debt_consolidation,0,0
,3958097,11.14,10+ years,Verified,1/02/2013,Current,debt_consolidation,22734.25,0
,6068204,16.29,5 years,Source Verified,1/05/2013,Current,major_purchase,39536.64,0
,65431995,12.69,2 years,Source Verified,1/10/2015,Current,debt_consolidation,599.58,0
,67761464,13.33,10+ years,Verified,1/10/2015,Current,debt_consolidation,298,0
,14699196,9.67,10+ years,Source Verified,1/03/2014,Current,debt_consolidation,13487.25,0
,1585634,14.65,7 years,Verified,1/06/2012,Charged Off,debt_consolidation,9792.15,754.46
,6056959,16.29,10+ years,Verified,1/06/2013,Fully Paid,debt_consolidation,17049.53,0
,63581859,12.69,3 years,Not Verified,1/09/2015,Current,debt_consolidation,1063.41,0
,7828064,13.68,6 years,Not Verified,1/08/2013,Fully Paid,credit_card,14016.48735,0
,8089382,19.52,< 1 year,Not Verified,1/08/2013,Current,debt_consolidation,7116.96,0
,43257982,8.19,10+ years,Source Verified,1/02/2015,Current,debt_consolidation,2761.76,0
,58074611,17.86,8 years,Verified,1/07/2015,Current,,5017.87,0
,21017882,11.67,8 years,Not Verified,1/06/2014,Fully Paid,home_improvement,8735.68,0
,64803208,14.65,10+ years,Not Verified,1/09/2015,Current,credit_card,1260.11,0
,53866184,15.61,2 years,Not Verified,1/06/2015,Current,debt_consolidation,2280.4,0
,1357974,20.3,8 years,Source Verified,1/02/2012,Fully Paid,debt_consolidation,16195.67452,0
,16671891,12.99,5 years,Source Verified,1/05/2014,Current,credit_card,6670.6,0
,24665822,14.49,2 years,Verified,1/07/2014,Current,major_purchase,5998.45,0
,55326355,16.99,10+ years,Source Verified,1/06/2015,Fully Paid,,26046.9,0
,37646642,8.67,< 1 year,Not Verified,1/11/2014,Current,debt_consolidation,4420.95,0
,8073796,8.9,10+ years,Verified,1/08/2013,Current,debt_consolidation,24742.33,0
,38469033,19.24,1 year,Source Verified,1/11/2014,Current,debt_consolidation,7262.95,0
,24173838,6.03,4 years,Not Verified,1/07/2014,Current,credit_card,5259.42,0
,57425084,21.99,10+ years,Source Verified,1/07/2015,Current,debt_consolidation,4917.31,0
,45271358,9.99,2 years,Source Verified,1/03/2015,In Grace Period,debt_consolidation,4662.27,0
,57974589,17.86,< 1 year,Source Verified,1/07/2015,Late (31-120 days),debt_consolidation,1487.5,0
,62454680,11.53,1 year,Not Verified,1/08/2015,Current,credit_card,1835.23,0
,64984777,7.89,8 years,Not Verified,1/10/2015,Current,credit_card,822.49,0
,15078226,18.25,10+ years,Verified,1/03/2014,Current,credit_card,19657.88,0
,34923494,14.49,10+ years,Source Verified,1/10/2014,Current,debt_consolidation,2401.21,0
,14437609,15.61,10+ years,Source Verified,1/03/2014,Fully Paid,debt_consolidation,12900.24,0
,68308809,5.32,< 1 year,Not Verified,1/11/2015,Current,debt_consolidation,1498.35,0
,72140795,8.38,10+ years,Source Verified,1/12/2015,Current,debt_consolidation,0,0
,37075238,22.99,,Verified,1/11/2014,Fully Paid,,6742.79,0
,44153767,13.33,10+ years,Source Verified,1/02/2015,Current,,3073.96,0
,49889871,17.86,2 years,Verified,1/04/2015,Current,debt_consolidation,7054.15,0
,68428108,7.26,3 years,Source Verified,1/11/2015,Current,credit_card,153.99,0
,8132855,7.12,4 years,Source Verified,1/05/2014,,major_purchase,29348.14,0
,4847358,7.9,3 years,Not Verified,1/03/2013,Fully Paid,,31386.35913,0
,64842798,8.18,4 years,Source Verified,1/09/2015,Current,,506.56,0
,7118804,10.16,,Verified,1/06/2013,Current,debt_consolidation,10093.43,0
,71299540,13.18,10+ years,Not Verified,1/12/2015,Current,debt_consolidation,258.53,0
,71141323,9.76,10+ years,Source Verified,1/12/2015,Current,debt_consolidation,474.19,0
,34481032,14.49,10+ years,Source Verified,1/10/2014,Fully Paid,debt_consolidation,10095.81,0
,72688769,13.67,10+ years,Not Verified,1/12/2015,Current,debt_consolidation,0,0
,32798286,11.67,4 years,Not Verified,1/10/2014,Current,debt_consolidation,4744.69,0
,1287021,11.71,3 years,Not Verified,1/12/2011,Charged Off,credit_card,2232.2,198.18
,9408097,18.55,9 years,Verified,1/10/2013,Current,debt_consolidation,13360.76,0
,769324,16.82,10+ years,Source Verified,1/10/2010,Charged Off,credit_card,1863.24,0
,14657876,12.49,< 1 year,Verified,1/05/2014,Fully Paid,credit_card,23461.52,0
,857964,9.63,,Verified,1/02/2011,Fully Paid,car,7271.74,0
,4228978,11.14,3 years,Not Verified,1/02/2013,Current,debt_consolidation,18961.46,0
,66422812,12.29,8 years,Verified,1/10/2015,Current,credit_card,496.9,0
,5491964,15.8,6 years,Verified,1/04/2013,Current,debt_consolidation,23243.42,0
,39111843,7.49,< 1 year,Not Verified,1/12/2014,Current,debt_consolidation,4034.94,0
,55658931,5.32,3 years,Verified,1/06/2015,Current,debt_consolidation,2525.52,0
,61566938,17.86,10+ years,Verified,1/08/2015,In Grace Period,debt_consolidation,2005.56,0
,22944432,10.99,10+ years,Not Verified,1/07/2014,Current,credit_card,4451.96,0
,64698397,6.89,3 years,Verified,1/09/2015,Current,debt_consolidation,552.61,0
,64089870,9.99,1 year,Source Verified,1/09/2015,Current,credit_card,1287.05,0
,7832848,16.78,,Verified,1/08/2013,Charged Off,debt_consolidation,1418.8,0
,45007851,7.89,2 years,Source Verified,1/03/2015,Current,credit_card,4686.32,0
,8723040,17.56,10+ years,Verified,1/09/2013,Charged Off,debt_consolidation,5061.04,3524.08
,6517911,13.05,8 years,Verified,1/09/2013,Fully Paid,debt_consolidation,35319.38,0
,14618051,15.31,10+ years,Source Verified,1/03/2014,Fully Paid,debt_consolidation,29357.89,0
,52981990,17.57,10+ years,Source Verified,1/05/2015,Current,credit_card,3361.45,0
,55337303,6.24,1 year,Source Verified,1/06/2015,Current,credit_card,2133.7,0
,70390329,7.89%,10+ years,Source Verified,1/11/2015,Current,,486.55,0
,2842309,15.8,9 years,Source Verified,1/12/2012,Fully Paid,debt_consolidation,14067.44,0
,72050883,13.18,10+ years,Verified,1/12/2015,Current,medical,0,0
,61067054,11.53,10+ years,Not Verified,1/07/2015,Current,debt_consolidation,2365.75,0
,10757391,11.99,7 years,Verified,1/11/2013,Default,credit_card,12553.38,0
,58983189,9.99,1 year,Source Verified,1/07/2015,Current,debt_consolidation,2942.82,0
,54576619,13.99,10+ years,Verified,1/06/2015,Fully Paid,debt_consolidation,7866.7,0
,63436101,13.99,10+ years,Verified,1/09/2015,Current,debt_consolidation,1380.27,0
,71846247,10.64,9 years,Not Verified,1/12/2015,Current,credit_card,682.72,0
,1583621,6.03,8 years,Not Verified,1/06/2012,Fully Paid,debt_consolidation,10956.18068,0
,903738,11.11,10+ years,Source Verified,1/03/2011,Fully Paid,other,3436.33,0
,12033714,11.99,6 years,Not Verified,1/01/2014,Late (31-120 days),debt_consolidation,7638.16,0
,11944322,14.47,9 years,Verified,1/01/2014,Current,debt_consolidation,6771.81,0
,41312982,6.03,1 year,Source Verified,1/01/2015,Current,credit_card,7297.94,0
,71206674,13.18,7 years,Not Verified,1/12/2015,Current,other,161.59,0
,46756579,12.69,10+ years,Source Verified,1/04/2015,Current,credit_card,4240.8,0
,28441207,22.15,10+ years,Source Verified,1/09/2014,Current,debt_consolidation,11115.04,0
,19185187,13.98,10+ years,Not Verified,1/05/2014,Charged Off,debt_consolidation,6740.5,0
,26697624,12.49,5 years,Not Verified,1/08/2014,Current,debt_consolidation,8529.58,0
,1489144,7.62,1 year,Verified,1/05/2012,Fully Paid,home_improvement,27865.4629,0
,15160684,12.99,10+ years,Verified,1/03/2014,Current,debt_consolidation,14331.24,0
,12387542,8.9,10+ years,Not Verified,1/02/2014,Current,,5623.5,0
,35894519,9.17,< 1 year,Not Verified,1/11/2014,Current,credit_card,7578.64,0
,65431751,10.99%,8 years,Source Verified,1/10/2015,Current,debt_consolidation,966.76,0
,52405056,6,10+ years,Not Verified,1/05/2015,Current,,3426.23,0
,65646957,9.99,,Verified,1/10/2015,Current,debt_consolidation,800.94,0
