member_id,funded_amnt,interest_rate,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
4429656,15850,13.11,8 years,Not Verified,1/3/2013,Fully Paid,debt_consolidation,18120.35222,0.0
375472,12000,14.3,6 years,Not Verified,1/12/2008,Fully Paid,debt_consolidation,14823.7,0.0
9868178,13000,14.3,10+ years,Not Verified,1/10/2013,Current,credit_card,11601.46,0.0
64646318,11050,15.61,10+ years,Source Verified,1/9/2015,Current,debt_consolidation,789.74,0.0
12418733,6100,19.47,8 years,Source Verified,1/4/2014,Current,debt_consolidation,4726.26,0.0
887825,10900,15.65,5 years,Not Verified,1/3/2011,,debt_consolidation,12282.79,0.0
71855854,19200,9.76,8 years,Source Verified,1/12/2015,Current,debt_consolidation,0.0,0.0
31266675,7300,13.98,3 years,Not Verified,1/10/2014,Current,credit_card,3741.45,0.0
49302330,16000,12.69,10+ years,Source Verified,1/4/2015,Fully Paid,debt_consolidation,16906.76,0.0
55287777,7600,10.99,4 years,Not Verified,1/6/2015,Current,debt_consolidation,1732.18,0.0
15378926,4675,18.99,6 years,Not Verified,1/6/2014,Current,vacation,3255.65,0.0
47902925,30000,19.52,10+ years,Verified,1/4/2015,Fully Paid,debt_consolidation,32202.04,0.0
11126819,10000,10.99,5 years,Source Verified,1/12/2013,Current,,8181.58,0.0
62335104,20000,12.69,10+ years,Source Verified,1/8/2015,Current,debt_consolidation,1793.5,0.0
70376759,24300,19.99,10+ years,Source Verified,1/12/2015,Current,debt_consolidation,589.7,0.0
1703515,6000,7.62,2 years,Not Verified,1/8/2012,Fully Paid,,6717.181732,0.0
48299919,15000,8.18,4 years,Not Verified,1/4/2015,Current,debt_consolidation,4228.07,0.0
68760320,35000,10.99,10+ years,Source Verified,1/11/2015,,home_improvement,707.4,0.0
64272871,5000,12.29,< 1 year,Not Verified,1/9/2015,Current,credit_card,660.25,0.0
4596641,30750,17.27,8 years,Verified,1/3/2013,In Grace Period,debt_consolidation,36315.18,0.0
68388171,"$17,000",13.67,3 years,Source Verified,1/11/2015,Current,debt_consolidation,843.41,0.0
28220292,10200,6.03,2 years,Not Verified,1/9/2014,Fully Paid,credit_card,10856.96,0.0
875964,11200,7.29,4 years,Source Verified,1/3/2011,Fully Paid,credit_card,12500.10304,0.0
604754,4800,16.35,7 years,Not Verified,1/1/2010,Does not meet the credit policy. Status:Fully Paid,small_business,6003.7,0.0
12628792,6000,12.85,3 years,Not Verified,1/1/2014,Current,house,4639.91,0.0
64596322,20000,7.89,,Verified,1/9/2015,Current,credit_card,2494.11,0.0
11287014,12000,7.62,6 years,Not Verified,1/12/2013,Fully Paid,credit_card,13308.3,0.0
836016,5000,14.54,2 years,Source Verified,1/1/2011,Charged Off,other,1393.23,188.95
33259325,10000,7.69,< 1 year,Not Verified,1/10/2014,Current,credit_card,4674.83,0.0
67750927,30000,14.65,10+ years,Source Verified,1/11/2015,Current,debt_consolidation,1391.98,0.0
12316865,9325,12.85,10+ years,Source Verified,1/2/2014,Current,,7211.19,0.0
678257,15000,15.95,,Verified,1/6/2010,Charged Off,debt_consolidation,8335.66,432.9
57074985,9000,14.65%,2 years,Source Verified,1/7/2015,Current,debt_consolidation,1855.38,0.0
49495472,18000,14.65,10+ years,Verified,1/5/2015,Fully Paid,,18866.7,0.0
8441386,23500,18.25,5 years,Verified,1/8/2013,Charged Off,debt_consolidation,10373.83,2702.47
11067266,13000,15.61,5 years,Source Verified,1/12/2013,Current,debt_consolidation,7834.87,0.0
52526852,28000,5.32,2 years,Source Verified,1/5/2015,Current,,5881.85,0.0
32267972,13650,16.29,10+ years,Source Verified,1/10/2014,Current,debt_consolidation,7215.55,0.0
6546803,"30,000",21.98,9 years,Verified,1/5/2013,Current,home_improvement,25674.23,0.0
23594215,$6000,10.99,3 years,Source Verified,1/7/2014,Current,debt_consolidation,3535.38,0.0
33910143,10000,6.03,10+ years,Not Verified,1/10/2014,Current,credit_card,4558.7,0.0
30114062,3200,7.12,1 year,Not Verified,1/9/2014,Current,vacation,1583.84,0.0
24534194,7500,10.99,2 years,Source Verified,1/7/2014,Fully Paid,debt_consolidation,8209.04,0.0
72279110,"35,000",18.99,2 years,Source Verified,1/12/2015,Current,debt_consolidation,870.81,0.0
56036083,30000,9.17,< 1 year,Verified,1/6/2015,Current,debt_consolidation,6664.02,0.0
13688605,35000,9.67,10+ years,Verified,1/2/2014,Current,credit_card,24726.68,0.0
40374238,11000,17.14,,Source Verified,1/12/2014,Fully Paid,debt_consolidation,12240.72,0.0
935103,5750,7.66,10+ years,Source Verified,1/5/2011,Current,car,6468.71,0.0
4668835,16000,12.12,9 years,Verified,1/3/2013,Fully Paid,credit_card,19084.28805,0.0
71229459,6025,11.22,1 year,Not Verified,1/12/2015,Current,vacation,194.12,0.0
47741428,11875,17.57,1 year,Source Verified,1/4/2015,Current,debt_consolidation,2706.4,0.0
47874588,26000,6.92,10+ years,Not Verified,1/4/2015,Current,credit_card,7231.73,0.0
72677157,28800,10.64,3 years,Not Verified,1/12/2015,Current,debt_consolidation,0.0,0.0
5493521,5000,15.8,< 1 year,Not Verified,1/4/2013,Fully Paid,home_improvement,6268.21951,0.0
15470409,6000,15.31,< 1 year,Source Verified,1/4/2014,Current,home_improvement,4387.11,0.0
384733,1500,12.53,2 years,Not Verified,1/12/2008,Charged Off,other,1829.037104,305.8571044
62414688,30000,8.18,7 years,Verified,1/8/2015,Current,credit_card,3743.09,0.0
15047836,30000,20.49,10+ years,Verified,1/3/2014,Fully Paid,major_purchase,38110.2,0.0
72187997,22400,6.89,< 1 year,Source Verified,1/12/2015,Current,credit_card,681.96,0.0
41249368,10000,11.99,1 year,Source Verified,1/1/2015,Current,debt_consolidation,3978.54,0.0
33589433,4100,8.39,7 years,Not Verified,1/10/2014,Current,debt_consolidation,1936.39,0.0
16621029,20000,21.99%,7 years,Verified,1/4/2014,Current,small_business,11597.67,0.0
67705961,11175,18.25%,10+ years,Verified,1/10/2015,Current,debt_consolidation,559.27,0.0
68047574,1500,7.89,10+ years,Not Verified,1/11/2015,Current,major_purchase,93.2,0.0
30825618,$25000,6.03,8 years,Source Verified,1/10/2014,Current,home_improvement,11413.35,0.0
55446944,1400,11.53,10+ years,Not Verified,1/6/2015,Current,debt_consolidation,322.43,0.0
9380696,21725,23.7,5 years,Source Verified,1/10/2013,Current,small_business,16147.05,0.0
64686248,16000,12.29,10+ years,Not Verified,1/9/2015,Current,car,1422.16,0.0
29362931,5000,10.15,1 year,Not Verified,1/9/2014,Current,debt_consolidation,2587.04,0.0
10760842,22500,8.9,7 years,Source Verified,1/12/2013,Fully Paid,debt_consolidation,23143.02,0.0
69394101,14000,10.99,2 years,Verified,1/11/2015,Fully Paid,debt_consolidation,14004.79,0.0
49818878,3000,12.29,< 1 year,Not Verified,1/4/2015,Current,credit_card,796.38,0.0
560247,20000,14.96,< 1 year,Not Verified,1/11/2009,Fully Paid,debt_consolidation,24245.12,0.0
13247204,4200,6.62,< 1 year,Source Verified,1/1/2014,Current,car,2966.08,0.0
73256144,"25,000",5.32,10+ years,Not Verified,1/12/2015,Issued,credit_card,0.0,0.0
64873308,2200,14.65,10+ years,Verified,1/10/2015,Current,,224.09,0.0
12499108,10000,9.67,9 years,Verified,1/1/2014,Fully Paid,debt_consolidation,11187.94449,0.0
21279816,14000,14.49,10+ years,Source Verified,1/6/2014,Current,debt_consolidation,6257.27,0.0
18424154,16000,9.17,3 years,Verified,1/5/2014,Current,debt_consolidation,9691.33,0.0
19526035,18675,25.89,,Verified,1/6/2014,Late (31-120 days),home_improvement,8926.88,0.0
1069448,12000,12.99,9 years,Not Verified,1/8/2011,Fully Paid,small_business,14550.93296,0.0
4071989,12000,17.77,5 years,Not Verified,1/2/2013,Current,other,15133.57,0.0
67801697,28000,19.19,4 years,Source Verified,1/10/2015,Current,debt_consolidation,1428.69,0.0
66692052,17300,12.29,10+ years,Verified,1/10/2015,Current,debt_consolidation,1142.21,0.0
42355657,25000,15.59,3 years,Verified,1/1/2015,Fully Paid,debt_consolidation,26687.0,0.0
68209227,$9000,11.49,5 years,Not Verified,1/11/2015,,other,587.76,0.0
29682906,25000,13.98,2 years,Verified,1/9/2014,Late (31-120 days),,7558.85,0.0
1348325,20000,19.91%,10+ years,Verified,1/2/2012,Fully Paid,debt_consolidation,30685.88376,0.0
24064077,6000,18.24,10+ years,Source Verified,1/7/2014,Current,other,3728.15,0.0
1647029,6000,15.31,6 years,Not Verified,1/7/2012,Fully Paid,credit_card,6803.13,0.0
69870302,10000,16.55,10+ years,Source Verified,1/11/2015,,debt_consolidation,699.41,0.0
34451335,25000,19.52,10+ years,Source Verified,1/10/2014,Current,credit_card,9152.55,0.0
15449460,7200,13.65,10+ years,Source Verified,1/4/2014,Fully Paid,credit_card,7962.12,0.0
69636020,5000,12.05,10+ years,Not Verified,1/11/2015,Current,,325.71,0.0
64617508,"30,000",18.55,2 years,Source Verified,1/9/2015,Current,debt_consolidation,2281.51,0.0
64793168,14000,13.99,1 year,Source Verified,1/10/2015,Current,debt_consolidation,1030.59,0.0
32708992,25000,12.99,,Verified,1/10/2014,Current,debt_consolidation,12588.35,0.0
19305593,30000,10.15,,Source Verified,1/5/2014,Current,debt_consolidation,18432.47,0.0
1347868,10000,10.65,< 1 year,Source Verified,1/1/2012,Fully Paid,moving,11720.63438,0.0
11942041,4300,10.99,9 years,Not Verified,1/1/2014,Current,debt_consolidation,3378.04,0.0
51452148,9950,8.18,5 years,Verified,1/6/2015,Current,home_improvement,2183.89,0.0
8329373,25000,13.68,< 1 year,Verified,1/8/2013,Current,debt_consolidation,23815.96,0.0
59731631,18400,14.65,1 year,Verified,1/8/2015,Current,credit_card,2156.87,0.0
36155013,15000,12.39,1 year,Not Verified,1/11/2014,Current,credit_card,7003.96,0.0
6448221,11000,12.12,5 years,Verified,1/5/2013,Current,credit_card,11710.06,0.0
21909134,8000,12.49,4 years,Not Verified,1/6/2014,Current,debt_consolidation,5084.4,0.0
45830841,20000,8.18,2 years,Source Verified,1/3/2015,Current,debt_consolidation,4054.42,0.0
7297175,"7,550",13.68,6 years,Not Verified,1/7/2013,Current,debt_consolidation,7705.33,0.0
70700720,20000,9.17,4 years,Source Verified,1/12/2015,Current,debt_consolidation,627.39,0.0
55310094,11000,8.18,1 year,Source Verified,1/6/2015,,credit_card,2414.34,0.0
47601357,35000,12.29,4 years,Verified,1/4/2015,Current,debt_consolidation,7029.4,0.0
67848049,16000,9.99,2 years,Not Verified,1/10/2015,,debt_consolidation,1023.52,0.0
16720967,24975,20.49,7 years,Verified,1/4/2014,Fully Paid,debt_consolidation,32632.49,0.0
61885067,10350,12.69,4 years,Source Verified,1/8/2015,Current,debt_consolidation,1162.0,0.0
16580806,5000,15.61,5 years,Source Verified,1/4/2014,Fully Paid,credit_card,5830.73,0.0
18203326,11850,20.2,10+ years,Verified,1/5/2014,Current,,5990.32,0.0
70539004,7775,15.41,< 1 year,Source Verified,1/12/2015,Current,debt_consolidation,264.43,0.0
61221079,35000,13.33,7 years,Verified,1/8/2015,Current,home_improvement,3959.61,0.0
65982254,27975,19.19,8 years,Verified,1/10/2015,Current,debt_consolidation,2156.04,0.0
18965317,18000,7.12,8 years,Not Verified,1/5/2014,Current,credit_card,10578.82,0.0
57435534,5300,5.32,2 years,Verified,1/7/2015,Current,home_improvement,954.53,0.0
9392315,20000,10.99,10+ years,Verified,1/10/2013,Fully Paid,credit_card,22757.15076,0.0
63067446,20000,17.86,< 1 year,Verified,1/9/2015,Current,,2005.56,0.0
1872918,3000,14.09,7 years,Not Verified,1/10/2012,Fully Paid,other,3667.613775,0.0
5025737,18000,17.27,10+ years,Verified,1/4/2013,Fully Paid,,19265.17,0.0
20126885,25000,8.39,10+ years,Verified,1/6/2014,Current,debt_consolidation,14970.48,0.0
56158131,"20,800",7.89,3 years,Source Verified,1/7/2015,Current,debt_consolidation,3886.27,0.0
49801582,10000,10.99,9 years,Source Verified,1/4/2015,Current,debt_consolidation,2612.61,0.0
42483738,16675,11.99,3 years,Verified,1/1/2015,Current,,6617.47,0.0
48024298,16000,14.65,,Verified,1/4/2015,Current,major_purchase,4941.15,0.0
43338232,14000,9.17,10+ years,Not Verified,1/2/2015,Current,debt_consolidation,4919.41,0.0
66722531,6000,7.26%,2 years,Verified,1/10/2015,Current,debt_consolidation,555.52,0.0
11971814,20000,6.62,7 years,Verified,1/1/2014,Fully Paid,debt_consolidation,21761.15,0.0
630091,10750,14.59,1 year,Not Verified,1/3/2010,Fully Paid,debt_consolidation,13395.46,0.0
61446814,18225,17.57,10+ years,Verified,1/8/2015,Current,other,2584.26,0.0
57954598,16000,9.17,10+ years,Source Verified,1/7/2015,Current,debt_consolidation,3044.12,0.0
54728021,26000,16.99,3 years,Source Verified,1/6/2015,Current,debt_consolidation,6609.71,0.0
43307894,12000,6.39,10+ years,Source Verified,1/2/2015,Current,debt_consolidation,4034.83,0.0
7449739,12000,11.55,2 years,Source Verified,1/7/2013,Fully Paid,debt_consolidation,14032.35426,0.0
49869911,10000,7.89,,Verified,1/4/2015,,debt_consolidation,2494.11,0.0
18754740,9800,13.98,2 years,Not Verified,1/5/2014,Charged Off,debt_consolidation,3683.35,0.0
55348218,11000,5.32,10+ years,Source Verified,1/6/2015,Current,debt_consolidation,1984.37,0.0
61009716,7000,12.29,5 years,Source Verified,1/8/2015,Current,credit_card,1162.62,0.0
7021156,35000,23.28,9 years,Verified,1/6/2013,Fully Paid,debt_consolidation,45055.16047,0.0
1314001,4650,7.9%,5 years,Not Verified,1/1/2012,Fully Paid,debt_consolidation,5165.26,0.0
63007110,12000,13.33,1 year,Source Verified,1/8/2015,Current,credit_card,1607.19,0.0
58973348,20000,17.57,8 years,Source Verified,1/7/2015,Current,debt_consolidation,2496.53,0.0
46263135,29000,10.99,10+ years,Source Verified,1/3/2015,Current,debt_consolidation,5655.8,0.0
15960546,11200,13.65,5 years,Source Verified,1/4/2014,Current,debt_consolidation,5171.6,0.0
860707,10000,10.37,1 year,Source Verified,1/2/2011,Fully Paid,debt_consolidation,11176.49,0.0
43305356,12000,9.49,10+ years,Source Verified,1/1/2015,Current,debt_consolidation,4215.09,0.0
63036824,8400,10.99,5 years,Not Verified,1/9/2015,Current,,1087.06,0.0
65588977,25000,11.53,1 year,Source Verified,1/10/2015,Current,other,2458.27,0.0
61804877,3550,17.86,1 year,Verified,1/8/2015,Current,other,633.46,0.0
70570469,20000,13.67,10+ years,Source Verified,1/12/2015,,debt_consolidation,649.98,0.0
8107286,15000,12.35,,Verified,1/8/2013,Current,credit_card,14515.89,0.0
70730152,25000,5.32,6 years,Verified,1/11/2015,Current,debt_consolidation,1444.35,0.0
41423424,35000,17.86,1 year,Verified,1/1/2015,Current,debt_consolidation,14953.91,0.0
22621995,16000,14.49,1 year,Not Verified,1/7/2014,Current,debt_consolidation,9911.88,0.0
23024206,8400,14.49,10+ years,Source Verified,1/7/2014,Fully Paid,debt_consolidation,9466.24,0.0
53825114,10000,10.99,8 years,Not Verified,1/5/2015,Current,debt_consolidation,1530.81,0.0
1632376,9250,11.14,9 years,Not Verified,1/7/2012,Fully Paid,debt_consolidation,10923.93723,0.0
35843841,20000,7.49,< 1 year,Verified,1/11/2014,Current,debt_consolidation,8069.88,0.0
73060331,12000,8.49,2 years,Source Verified,1/12/2015,Current,,0.0,0.0
42792574,2400,14.99,8 years,Not Verified,1/1/2015,Current,other,913.09,0.0
65532733,6500,10.99,10+ years,Verified,1/10/2015,Current,debt_consolidation,628.42,0.0
10438174,14000,7.9,8 years,Source Verified,1/12/2013,Fully Paid,credit_card,15210.45337,0.0
4170145,8000,10.16,3 years,Source Verified,1/2/2013,Fully Paid,credit_card,9130.36264,0.0
44123353,12000,9.99,10+ years,Not Verified,1/2/2015,,debt_consolidation,12838.31,0.0
59703718,15000,14.65,,Not Verified,1/8/2015,Current,other,1758.29,0.0
73454241,"20,000",8.49,10+ years,Source Verified,1/12/2015,,,0.0,0.0
992583,7000,10.99,10+ years,Verified,1/6/2011,Fully Paid,debt_consolidation,8242.46406,0.0
73294573,18000,18.99,8 years,Not Verified,1/12/2015,Issued,debt_consolidation,0.0,0.0
1097946,2000,13.49,2 years,Source Verified,1/9/2011,Fully Paid,car,2440.342668,0.0
8956910,20000,10.99,,Source Verified,1/10/2013,Current,credit_card,18969.63,0.0
45750038,"35,000",13.99,4 years,Verified,1/3/2015,,debt_consolidation,17009.33,0.0
34250335,4200,12.49,10+ years,Not Verified,1/10/2014,,debt_consolidation,1963.95,0.0
22741471,20000,11.67,< 1 year,Source Verified,1/7/2014,Fully Paid,debt_consolidation,22489.22,0.0
355164,6725,15.7,3 years,Not Verified,1/7/2008,Does not meet the credit policy. Status:Charged Off,debt_consolidation,6370.32,13.71
24737269,25975,15.61,2 years,Verified,1/9/2014,Charged Off,debt_consolidation,8117.9,4360.1
23333755,3000,17.57,< 1 year,Verified,1/7/2014,Current,moving,1940.76,0.0
2429642,35000,7.9,8 years,Verified,1/11/2012,Fully Paid,credit_card,39425.71504,0.0
34801604,20000,10.15,10+ years,Source Verified,1/10/2014,Fully Paid,debt_consolidation,21331.19,0.0
10438355,20000,12.99,8 years,Verified,1/11/2013,Current,debt_consolidation,17522.44,0.0
32577949,11475,20.99,4 years,Verified,1/10/2014,Charged Off,major_purchase,2159.28,0.0
43814837,6450,16.99,3 years,Not Verified,1/2/2015,,other,2523.14,0.0
1419339,20000,20.99,9 years,Verified,1/3/2012,Charged Off,debt_consolidation,9076.14,963.36
9679178,6625,11.99,< 1 year,Verified,1/10/2013,Current,debt_consolidation,5940.34,0.0
16592345,25000,19.47,< 1 year,Verified,1/4/2014,,home_improvement,9825.0,0.0
58642158,23000,9.17,< 1 year,Source Verified,1/7/2015,Current,credit_card,4375.89,0.0
31066107,10500,14.99,10+ years,Verified,1/10/2014,Current,home_improvement,3746.1,0.0
6509312,20000,18.49,5 years,Verified,1/6/2013,Current,debt_consolidation,15907.02,0.0
49925321,24000,21.67,6 years,Verified,1/5/2015,Current,debt_consolidation,5237.99,0.0
11486819,14000,12.85,10+ years,Not Verified,1/12/2013,,debt_consolidation,7531.04,0.0
7777302,8000,8.9,3 years,Not Verified,1/12/2013,Fully Paid,credit_card,8972.99,0.0
51953316,35000,16.55,< 1 year,Verified,1/5/2015,Current,credit_card,6859.02,0.0
773544,4800,9.25,4 years,Not Verified,1/10/2010,Fully Paid,debt_consolidation,5512.76,0.0
69293160,8000,12.59,1 year,Verified,1/11/2015,Current,credit_card,488.4,0.0
24797251,15000,7.69,1 year,Not Verified,1/8/2014,Current,debt_consolidation,7954.47,0.0
1318170,9300,7.51,10+ years,Not Verified,1/1/2012,Fully Paid,wedding,10437.23051,0.0
2743788,14000,8.9,,Verified,1/12/2012,Fully Paid,debt_consolidation,16003.59314,0.0
953948,6000,6.99,8 years,Source Verified,1/5/2011,Fully Paid,debt_consolidation,6383.55,0.0
9107180,22000,15.61,1 year,Verified,1/9/2013,Current,debt_consolidation,14321.8,0.0
60354577,10000,12.29,< 1 year,Not Verified,1/8/2015,Current,debt_consolidation,1653.99,0.0
14778701,7000,19.47,9 years,Source Verified,1/3/2014,Fully Paid,credit_card,8287.35,0.0
69605775,7325,13.67,8 years,Verified,1/11/2015,Current,debt_consolidation,492.8,0.0
46846537,10000,11.53,10+ years,Source Verified,1/3/2015,Current,debt_consolidation,3286.29,0.0
49832938,11000,11.53,10+ years,Verified,1/5/2015,Current,other,1922.63,0.0
8127613,21200,16.78,8 years,Verified,1/8/2013,Current,major_purchase,15207.02,0.0
12296930,10000,12.85,6 years,Verified,1/1/2014,Fully Paid,credit_card,10697.13,0.0
40935332,18400,9.49,8 years,Not Verified,1/1/2015,Current,debt_consolidation,7052.56,0.0
5025971,28000,17.27,< 1 year,Verified,1/4/2013,Fully Paid,credit_card,34858.31509,0.0
8229628,12500,17.56,10+ years,Source Verified,1/8/2013,Current,debt_consolidation,13037.76,0.0
23833790,35000,16.29,3 years,Verified,1/7/2014,Fully Paid,debt_consolidation,40067.74,0.0
27650012,7000,12.49,10+ years,Not Verified,1/8/2014,Current,debt_consolidation,3746.4,0.0
1702308,14400,17.77,10+ years,Verified,1/8/2012,Fully Paid,debt_consolidation,17831.08648,0.0
45240942,6500,13.99,10+ years,Source Verified,1/3/2015,Current,vacation,2216.25,0.0
10760253,16000,12.99,10+ years,Verified,1/11/2013,,debt_consolidation,18622.21825,0.0
14698694,7500,15.61,3 years,Source Verified,1/3/2014,Current,debt_consolidation,5769.28,0.0
27710679,3200,12.99,10+ years,Verified,1/9/2014,Fully Paid,credit_card,3415.63,0.0
14991000,20000,12.49,7 years,Verified,1/3/2014,Fully Paid,home_improvement,22297.78,0.0
59024003,11750,13.99,8 years,Source Verified,1/7/2015,Current,debt_consolidation,1998.57,0.0
68538799,10000,18.2,10+ years,Not Verified,1/11/2015,Current,major_purchase,499.95,0.0
54736895,24000,12.29,3 years,Source Verified,1/6/2015,Current,debt_consolidation,3995.81,0.0
45861430,15075,15.61,9 years,Source Verified,1/3/2015,Current,,5257.93,0.0
53987576,10000,9.99,2 years,Not Verified,1/6/2015,Current,debt_consolidation,2275.06,0.0
44008341,4000,12.29,10+ years,Not Verified,1/2/2015,Current,other,1328.74,0.0
60918215,12000,15.61,10+ years,Source Verified,1/7/2015,Current,credit_card,1425.89,0.0
63090623,12000,12.29%,,Verified,1/9/2015,Current,debt_consolidation,1584.57,0.0
55729116,8225,13.99,10+ years,Source Verified,1/6/2015,Current,debt_consolidation,1961.17,0.0
10676940,$6000,9.67,10+ years,Not Verified,1/11/2013,Late (31-120 days),credit_card,4431.64,0.0
64587451,7000,6.24,10+ years,Not Verified,1/10/2015,Current,home_improvement,638.73,0.0
65781917,15000,10.99,10+ years,Verified,1/10/2015,Current,debt_consolidation,1463.87,0.0
42721853,"8,000",8.19,10+ years,Not Verified,1/2/2015,Current,debt_consolidation,2758.12,0.0
57587919,16000,12.29,10+ years,Source Verified,1/7/2015,Current,debt_consolidation,2138.7,0.0
11983270,12000,14.98,3 years,Source Verified,1/2/2014,Charged Off,credit_card,4325.44,1414.35
42672190,4000,10.49,,Source Verified,1/1/2015,Current,debt_consolidation,1425.34,0.0
72787262,7475,17.57,7 years,Verified,1/12/2015,Issued,debt_consolidation,0.0,0.0
6807730,17425,16.29,3 years,Verified,1/6/2013,Current,debt_consolidation,13216.36,0.0
7430891,14400,13.05,10+ years,Not Verified,1/7/2013,Current,credit_card,14564.59,0.0
63120794,30000,9.17,10+ years,Source Verified,1/9/2015,Current,debt_consolidation,3771.98,0.0
52536786,2500,10.99,10+ years,Not Verified,1/6/2015,Current,home_improvement,569.83,0.0
3636808,5250,21.49,10+ years,Not Verified,1/1/2013,Current,other,7165.2,0.0
65661200,14000,14.65,4 years,Not Verified,1/10/2015,Fully Paid,debt_consolidation,14479.38,0.0
7556911,12000,18.25,7 years,Not Verified,1/7/2013,Current,debt_consolidation,13056.84,0.0
10997218,5400,7.62,10+ years,Not Verified,1/12/2013,Current,debt_consolidation,4205.16,0.0
58769841,6300,13.99,2 years,Verified,1/7/2015,Current,debt_consolidation,1286.84,0.0
60807139,7000,5.32,8 years,Not Verified,1/8/2015,Current,credit_card,1051.98,0.0
66354136,5600,13.33,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,560.45,0.0
61614978,28000,6.24,10+ years,Not Verified,1/8/2015,Current,credit_card,4254.94,0.0
71289415,25000,18.99,< 1 year,Source Verified,1/12/2015,Current,credit_card,595.63,0.0
17373396,28700,24.99,5 years,Verified,1/5/2014,Late (31-120 days),debt_consolidation,14317.74,0.0
10418115,8000,7.9,< 1 year,Not Verified,1/11/2013,Current,credit_card,6508.58,0.0
18425609,7200,14.99,10+ years,Not Verified,1/5/2014,Current,debt_consolidation,4741.64,0.0
736919,8000,7.14,5 years,Not Verified,1/9/2010,Fully Paid,other,8909.65,0.0
37376734,16000,17.86,10+ years,Source Verified,1/11/2014,Current,debt_consolidation,5250.16,0.0
50136895,10600,9.17,4 years,Not Verified,1/5/2015,Current,debt_consolidation,2723.79,0.0
36054928,12000,14.49,1 year,Verified,1/11/2014,Current,moving,5823.66,0.0
60898470,8400,13.99,3 years,Source Verified,1/8/2015,Current,,1428.77,0.0
64805604,20000,7.89,7 years,Verified,1/10/2015,Current,debt_consolidation,1252.89,0.0
48279944,24000,8.18,3 years,Source Verified,1/4/2015,Late (31-120 days),debt_consolidation,3759.44,0.0
26416416,4000,10.99,10+ years,Verified,1/8/2014,Current,home_improvement,2225.98,0.0
69716549,6875,9.17,5 years,Verified,1/11/2015,Current,debt_consolidation,431.34,0.0
593402,9000,12.87,6 years,Not Verified,1/12/2009,Fully Paid,debt_consolidation,10896.38,0.0
45067897,10000,15.61,10+ years,Verified,1/3/2015,Current,debt_consolidation,3487.83,0.0
30555113,22000,20.2,3 years,Source Verified,1/10/2014,Fully Paid,debt_consolidation,22991.18,0.0
5490212,35000,15.8,10+ years,Verified,1/4/2013,Fully Paid,credit_card,40574.0,0.0
30895911,15000,10.15,6 years,Source Verified,1/10/2014,Fully Paid,credit_card,16000.06,0.0
51230805,6000,7.89,10+ years,Source Verified,1/5/2015,Fully Paid,credit_card,6038.04,0.0
12658220,10000,9.67,10+ years,Not Verified,1/1/2014,Current,credit_card,9387.73,0.0
30014068,11000,8.39,3 years,Verified,1/10/2014,Current,debt_consolidation,5224.3,0.0
53592770,4200,9.99,10+ years,Not Verified,1/5/2015,Current,home_improvement,946.24,0.0
55337610,8000,7.89,10+ years,Source Verified,1/6/2015,Current,debt_consolidation,1748.52,0.0
440209,20000,13.47,2 years,Not Verified,1/5/2009,Fully Paid,debt_consolidation,24417.23,0.0
23493282,30000,16.29,3 years,Verified,1/7/2014,Fully Paid,home_improvement,31208.37553,0.0
26376782,28000,7.69,10+ years,Source Verified,1/8/2014,Current,credit_card,14848.14,0.0
36947632,12000,13.66%,,Verified,1/11/2014,Late (16-30 days),debt_consolidation,4918.98,0.0
68179412,16000,9.99,4 years,Source Verified,1/11/2015,Current,credit_card,1081.24,0.0
66463411,20000,8.18,10+ years,Verified,1/10/2015,Current,home_improvement,1866.99,0.0
57974316,3875,28.49,9 years,Not Verified,1/7/2015,Fully Paid,house,3924.07,0.0
44265337,30000,16.55,10+ years,Verified,1/2/2015,Late (31-120 days),debt_consolidation,5140.8,0.0
66371909,13000,7.89,8 years,Not Verified,1/10/2015,Current,debt_consolidation,1214.46,0.0
72758915,14800,5.32,2 years,Source Verified,1/12/2015,Current,credit_card,0.0,0.0
53935094,16000,10.99,10+ years,Not Verified,1/5/2015,Current,credit_card,2415.06,0.0
8299009,5600,18.85,10+ years,Not Verified,1/8/2013,Current,other,5735.8,0.0
66135382,$4000,12.69,,Verified,1/10/2015,Current,debt_consolidation,262.72,0.0
65942410,12000,12.29,10+ years,Source Verified,1/10/2015,Current,debt_consolidation,784.09,0.0
10790278,21000,7.62,9 years,Source Verified,1/11/2013,Current,debt_consolidation,16356.6,0.0
67768186,10000,18.25,7 years,Source Verified,1/10/2015,Current,debt_consolidation,546.08,0.0
45241629,35000,18.25,10+ years,Verified,1/3/2015,Charged Off,credit_card,4432.21,0.0
64892130,4000,12.69,2 years,Verified,1/9/2015,Current,debt_consolidation,396.9,0.0
4430874,16000,11.14,3 years,Not Verified,1/3/2013,Current,debt_consolidation,17846.26,0.0
55336541,1600,10.99,10+ years,Not Verified,1/6/2015,Current,vacation,365.68,0.0
63168616,10000,9.99,< 1 year,Source Verified,1/9/2015,Current,credit_card,1284.97,0.0
7442542,$15000,18.85,10+ years,Source Verified,1/7/2013,Current,debt_consolidation,16458.22,0.0
23072182,10000,24.08,10+ years,Not Verified,1/7/2014,Fully Paid,other,11719.65,0.0
